congress,name,id,cs1,cs2,party,statecode,state,district
103,"Shays, Christopher [CT-4]",15449,0.134,-0.818,200,1,CT,4
104,"Shays, Christopher [CT-4]",15449,0.134,-0.818,200,1,CT,4
105,"Shays, Christopher [CT-4]",15449,0.134,-0.818,200,1,CT,4
106,"Shays, Christopher [CT-4]",15449,0.134,-0.818,200,1,CT,4
107,"Shays, Christopher [CT-4]",15449,0.134,-0.818,200,1,CT,4
108,"Shays, Christopher [CT-4]",15449,0.134,-0.818,200,1,CT,4
93,SARASIN,14050,0.083,-0.478,200,1,CT,5
94,SARASIN,14050,0.083,-0.478,200,1,CT,5
95,SARASIN,14050,0.083,-0.478,200,1,CT,5
96,RATCHFORD,14653,-0.337,-0.188,100,1,CT,5
97,RATCHFORD,14653,-0.337,-0.188,100,1,CT,5
98,RATCHFORD,14653,-0.337,-0.188,100,1,CT,5
99,"ROWLAND, J.",15123,0.157,-0.336,200,1,CT,5
100,"ROWLAND, J.",15123,0.157,-0.336,200,1,CT,5
101,"Rowland, John G. [CT-5]",15123,0.157,-0.336,200,1,CT,5
102,"Franks, Gary A. [CT-5]",29110,0.268,-0.534,200,1,CT,5
103,"Franks, Gary A. [CT-5]",29110,0.268,-0.534,200,1,CT,5
104,"Franks, Gary A. [CT-5]",29110,0.268,-0.534,200,1,CT,5
105,"Maloney, James H. [CT-5]",29712,-0.201,-0.173,100,1,CT,5
106,"Maloney, James H. [CT-5]",29712,-0.201,-0.173,100,1,CT,5
107,"Maloney, James H. [CT-5]",29712,-0.201,-0.173,100,1,CT,5
108,"Johnson, Nancy L. [CT-5]",15028,0.131,-0.621,200,1,CT,5
93,GRASSO,13016,-0.277,-0.111,100,1,CT,6
94,MOFFETT,14258,-0.4,-0.583,100,1,CT,6
95,MOFFETT,14258,-0.4,-0.583,100,1,CT,6
96,MOFFETT,14258,-0.4,-0.583,100,1,CT,6
97,MOFFETT,14258,-0.4,-0.583,100,1,CT,6
98,JOHNSON,15028,0.131,-0.621,200,1,CT,6
99,JOHNSON,15028,0.131,-0.621,200,1,CT,6
100,"JOHNSON, N.",15028,0.131,-0.621,200,1,CT,6
101,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
102,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
103,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
104,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
105,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
106,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
107,"Johnson, Nancy L. [CT-6]",15028,0.131,-0.621,200,1,CT,6
93,DUPONT,13014,0.128,-0.58,200,11,DE,1
94,DUPONT,13014,0.128,-0.58,200,11,DE,1
95,EVANS (DEL.),14417,0.162,-0.368,200,11,DE,1
96,"EVANS, T.",14417,0.162,-0.368,200,11,DE,1
97,"EVANS, T.",14417,0.162,-0.368,200,11,DE,1
98,CARPER,15015,-0.135,-0.189,100,11,DE,1
99,CARPER,15015,-0.135,-0.189,100,11,DE,1
100,CARPER,15015,-0.135,-0.189,100,11,DE,1
101,"Carper, Thomas R. [DE-98]",15015,-0.135,-0.189,100,11,DE,1
102,"Carper, Thomas R. [DE-98]",15015,-0.135,-0.189,100,11,DE,1
103,"Castle, Michael N. [DE-98]",29327,0.192,-0.762,200,11,DE,1
104,"Castle, Michael N. [DE]",29327,0.192,-0.762,200,11,DE,1
105,"Castle, Michael N. [DE]",29327,0.192,-0.762,200,11,DE,1
106,"Castle, Michael N. [DE]",29327,0.192,-0.762,200,11,DE,1
107,"Castle, Michael N. [DE]",29327,0.192,-0.762,200,11,DE,1
108,"Castle, Michael N. [DE]",29327,0.192,-0.762,200,11,DE,1
93,SIKES,8507,-0.023,0.748,100,43,FL,1
94,SIKES,8507,-0.023,0.748,100,43,FL,1
95,SIKES,8507,-0.023,0.748,100,43,FL,1
96,HUTTO,14636,0.04,0.666,100,43,FL,1
97,HUTTO,14636,0.04,0.666,100,43,FL,1
98,HUTTO,14636,0.04,0.666,100,43,FL,1
99,HUTTO,14636,0.04,0.666,100,43,FL,1
100,HUTTO,14636,0.04,0.666,100,43,FL,1
101,"Hutto, Earl [FL-1]",14636,0.04,0.666,100,43,FL,1
102,"Hutto, Earl [FL-1]",14636,0.04,0.666,100,43,FL,1
103,"Hutto, Earl [FL-1]",14636,0.04,0.666,100,43,FL,1
104,"Scarborough, Joe [FL-1]",39508,0.622,-0.464,200,43,FL,1
105,"Scarborough, Joe [FL-1]",39508,0.622,-0.464,200,43,FL,1
106,"Scarborough, Joe [FL-1]",39508,0.622,-0.464,200,43,FL,1
107,"Miller, Jeff [FL-1]",20110,0.567,0.149,200,43,FL,1
107,"Scarborough, Joe [FL-1]",39508,0.622,-0.464,200,43,FL,1
108,"Miller, Jeff [FL-1]",20110,0.567,0.149,200,43,FL,1
93,FUQUA,10587,-0.055,0.592,100,43,FL,2
94,FUQUA,10587,-0.055,0.592,100,43,FL,2
95,FUQUA,10587,-0.055,0.592,100,43,FL,2
96,FUQUA,10587,-0.055,0.592,100,43,FL,2
97,FUQUA,10587,-0.055,0.592,100,43,FL,2
98,FUQUA,10587,-0.055,0.592,100,43,FL,2
99,FUQUA,10587,-0.055,0.592,100,43,FL,2
100,GRANT,95415,-0.132,0.568,100,43,FL,2
101,"Grant, Bill [FL-2]",15415,0.208,0.078,200,43,FL,2
102,"Peterson, Douglas (Pete) [FL-2]",29111,-0.209,0.252,100,43,FL,2
103,"Peterson, Douglas (Pete) [FL-2]",29111,-0.209,0.252,100,43,FL,2
104,"Peterson, Douglas (Pete) [FL-2]",29111,-0.209,0.252,100,43,FL,2
105,"Boyd, Allen [FL-2]",29713,-0.127,0.164,100,43,FL,2
106,"Boyd, Allen [FL-2]",29713,-0.127,0.164,100,43,FL,2
107,"Boyd, Allen [FL-2]",29713,-0.127,0.164,100,43,FL,2
108,"Boyd, Allen [FL-2]",29713,-0.127,0.164,100,43,FL,2
93,BENNETT,633,-0.02,0.358,100,43,FL,3
94,BENNETT,633,-0.02,0.358,100,43,FL,3
95,BENNETT,633,-0.02,0.358,100,43,FL,3
96,BENNETT,633,-0.02,0.358,100,43,FL,3
97,BENNETT,633,-0.02,0.358,100,43,FL,3
98,BENNETT,633,-0.02,0.358,100,43,FL,3
99,BENNETT,633,-0.02,0.358,100,43,FL,3
100,BENNETT,633,-0.02,0.358,100,43,FL,3
101,"Bennett, Charles E. [FL-3]",633,-0.02,0.358,100,43,FL,3
102,"Bennett, Charles E. [FL-3]",633,-0.02,0.358,100,43,FL,3
103,"Brown, Corrine [FL-3]",29328,-0.367,0.018,100,43,FL,3
104,"Brown, Corrine [FL-3]",29328,-0.367,0.018,100,43,FL,3
105,"Brown, Corrine [FL-3]",29328,-0.367,0.018,100,43,FL,3
106,"Brown, Corrine [FL-3]",29328,-0.367,0.018,100,43,FL,3
108,"Brown, Corrine [FL-3]",29328,-0.367,0.018,100,43,FL,3
93,CHAPPELL,12007,0.009,0.701,100,43,FL,4
94,CHAPPELL,12007,0.009,0.701,100,43,FL,4
95,CHAPPELL,12007,0.009,0.701,100,43,FL,4
96,CHAPPELL,12007,0.009,0.701,100,43,FL,4
97,CHAPPELL,12007,0.009,0.701,100,43,FL,4
98,CHAPPELL,12007,0.009,0.701,100,43,FL,4
99,CHAPPELL,12007,0.009,0.701,100,43,FL,4
100,CHAPPELL,12007,0.009,0.701,100,43,FL,4
101,"James, Craig T. [FL-4]",15608,0.325,-0.455,200,43,FL,4
102,"James, Craig T. [FL-4]",15608,0.325,-0.455,200,43,FL,4
103,"Fowler, Tillie [FL-4]",29329,0.326,-0.323,200,43,FL,4
104,"Fowler, Tillie [FL-4]",29329,0.326,-0.323,200,43,FL,4
105,"Fowler, Tillie [FL-4]",29329,0.326,-0.323,200,43,FL,4
106,"Fowler, Tillie [FL-4]",29329,0.326,-0.323,200,43,FL,4
107,"Crenshaw, Ander [FL-4]",20111,0.359,-0.247,200,43,FL,4
108,"Crenshaw, Ander [FL-4]",20111,0.359,-0.247,200,43,FL,4
93,GUNTER,14017,-0.078,0.225,100,43,FL,5
94,KELLY,14243,0.508,0.068,200,43,FL,5
95,KELLY,14243,0.508,0.068,200,43,FL,5
96,KELLY,14243,0.508,0.068,200,43,FL,5
97,MCCOLLUM,14842,0.364,-0.16,200,43,FL,5
98,MCCOLLUM,14842,0.364,-0.16,200,43,FL,5
99,MCCOLLUM,14842,0.364,-0.16,200,43,FL,5
100,MCCOLLUM,14842,0.364,-0.16,200,43,FL,5
101,"McCollum, Bill [FL-5]",14842,0.364,-0.16,200,43,FL,5
102,"McCollum, Bill [FL-5]",14842,0.364,-0.16,200,43,FL,5
103,"Thurman, Karen L. [FL-5]",29330,-0.257,0.14,100,43,FL,5
104,"Thurman, Karen L. [FL-5]",29330,-0.257,0.14,100,43,FL,5
105,"Thurman, Karen L. [FL-5]",29330,-0.257,0.14,100,43,FL,5
106,"Thurman, Karen L. [FL-5]",29330,-0.257,0.14,100,43,FL,5
107,"Thurman, Karen L. [FL-5]",29330,-0.257,0.14,100,43,FL,5
108,"Brown-Waite, Ginny [FL-5]",20313,0.355,0.085,200,43,FL,5
93,YOUNG (FLA.),13047,0.316,-0.201,200,43,FL,6
94,YOUNG (FLA.),13047,0.316,-0.201,200,43,FL,6
95,YOUNG (FLA.),13047,0.316,-0.201,200,43,FL,6
96,"YOUNG, C.",13047,0.316,-0.201,200,43,FL,6
97,"YOUNG, C.",13047,0.316,-0.201,200,43,FL,6
98,MACKAY,15038,-0.104,-0.104,100,43,FL,6
99,MACKAY,15038,-0.104,-0.104,100,43,FL,6
100,MACKAY,15038,-0.104,-0.104,100,43,FL,6
101,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
102,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
103,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
104,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
105,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
106,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
107,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
108,"Stearns, Cliff [FL-6]",15627,0.509,-0.111,200,43,FL,6
93,GIBBONS,10588,-0.181,0.095,100,43,FL,7
94,GIBBONS,10588,-0.181,0.095,100,43,FL,7
95,GIBBONS,10588,-0.181,0.095,100,43,FL,7
96,GIBBONS,10588,-0.181,0.095,100,43,FL,7
97,GIBBONS,10588,-0.181,0.095,100,43,FL,7
98,GIBBONS,10588,-0.181,0.095,100,43,FL,7
99,GIBBONS,10588,-0.181,0.095,100,43,FL,7
100,GIBBONS,10588,-0.181,0.095,100,43,FL,7
101,"Gibbons, Sam [FL-7]",10588,-0.181,0.095,100,43,FL,7
102,"Gibbons, Sam [FL-7]",10588,-0.181,0.095,100,43,FL,7
103,"Mica, John L. [FL-7]",29331,0.403,-0.106,200,43,FL,7
104,"Mica, John L. [FL-7]",29331,0.403,-0.106,200,43,FL,7
105,"Mica, John L. [FL-7]",29331,0.403,-0.106,200,43,FL,7
106,"Mica, John L. [FL-7]",29331,0.403,-0.106,200,43,FL,7
107,"Mica, John L. [FL-7]",29331,0.403,-0.106,200,43,FL,7
108,"Mica, John L. [FL-7]",29331,0.403,-0.106,200,43,FL,7
93,HALEY,3929,0.224,0.589,100,43,FL,8
94,HALEY,3929,0.224,0.589,100,43,FL,8
95,IRELAND,94428,0.069,0.3,100,43,FL,8
96,IRELAND,94428,0.069,0.3,100,43,FL,8
97,IRELAND,94428,0.069,0.3,100,43,FL,8
98,"YOUNG, C.",13047,0.316,-0.201,200,43,FL,8
99,"YOUNG, C.",13047,0.316,-0.201,200,43,FL,8
100,"YOUNG, C.",13047,0.316,-0.201,200,43,FL,8
101,"Young, C. W. Bill [FL-8]",13047,0.316,-0.201,200,43,FL,8
102,"Young, C. W. Bill [FL-8]",13047,0.316,-0.201,200,43,FL,8
103,"McCollum, Bill [FL-8]",14842,0.364,-0.16,200,43,FL,8
104,"McCollum, Bill [FL-8]",14842,0.364,-0.16,200,43,FL,8
105,"McCollum, Bill [FL-8]",14842,0.364,-0.16,200,43,FL,8
106,"McCollum, Bill [FL-8]",14842,0.364,-0.16,200,43,FL,8
107,"Keller, Ric [FL-8]",20112,0.441,-0.104,200,43,FL,8
108,"Keller, Ric [FL-8]",20112,0.441,-0.104,200,43,FL,8
93,FREY,12015,0.259,-0.086,200,43,FL,9
94,FREY,12015,0.259,-0.086,200,43,FL,9
95,FREY,12015,0.259,-0.086,200,43,FL,9
96,NELSON,14651,-0.119,0.265,100,43,FL,9
97,NELSON,14651,-0.119,0.265,100,43,FL,9
98,BILIRAKIS,15006,0.352,-0.268,200,43,FL,9
99,BILIRAKIS,15006,0.352,-0.268,200,43,FL,9
100,BILIRAKIS,15006,0.352,-0.268,200,43,FL,9
101,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
102,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
103,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
104,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
105,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
106,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
107,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
108,"Bilirakis, Michael [FL-9]",15006,0.352,-0.268,200,43,FL,9
93,BAFALIS,14003,0.314,0.039,200,43,FL,10
94,BAFALIS,14003,0.314,0.039,200,43,FL,10
95,BAFALIS,14003,0.314,0.039,200,43,FL,10
96,BAFALIS,14003,0.314,0.039,200,43,FL,10
97,BAFALIS,14003,0.314,0.039,200,43,FL,10
98,IRELAND,94428,0.069,0.3,100,43,FL,10
99,IRELAND,14428,0.393,-0.304,200,43,FL,10
100,IRELAND,14428,0.393,-0.304,200,43,FL,10
101,"Ireland, Andrew P. [FL-10]",14428,0.393,-0.304,200,43,FL,10
102,"Ireland, Andrew P. [FL-10]",14428,0.393,-0.304,200,43,FL,10
103,"Young, C. W. Bill [FL-10]",13047,0.316,-0.201,200,43,FL,10
104,"Young, C. W. Bill [FL-10]",13047,0.316,-0.201,200,43,FL,10
105,"Young, C. W. Bill [FL-10]",13047,0.316,-0.201,200,43,FL,10
106,"Young, C. W. Bill [FL-10]",13047,0.316,-0.201,200,43,FL,10
107,"Young, C. W. Bill [FL-10]",13047,0.316,-0.201,200,43,FL,10
108,"Young, C. W. Bill [FL-10]",13047,0.316,-0.201,200,43,FL,10
93,ROGERS,8032,0.03,0.385,100,43,FL,11
94,ROGERS,8032,0.03,0.385,100,43,FL,11
95,ROGERS,8032,0.03,0.385,100,43,FL,11
96,MICA,14648,-0.148,0.348,100,43,FL,11
97,MICA,14648,-0.148,0.348,100,43,FL,11
98,NELSON,14651,-0.119,0.265,100,43,FL,11
99,NELSON,14651,-0.119,0.265,100,43,FL,11
100,NELSON,14651,-0.119,0.265,100,43,FL,11
101,"Nelson, Bill [FL-11]",14651,-0.119,0.265,100,43,FL,11
102,"Bacchus, Jim [FL-11]",29112,-0.193,-0.054,100,43,FL,11
103,"Gibbons, Sam [FL-11]",10588,-0.181,0.095,100,43,FL,11
104,"Gibbons, Sam [FL-11]",10588,-0.181,0.095,100,43,FL,11
105,"Davis, Jim [FL-11]",29714,-0.236,-0.095,100,43,FL,11
106,"Davis, Jim [FL-11]",29714,-0.236,-0.095,100,43,FL,11
107,"Davis, Jim [FL-11]",29714,-0.236,-0.095,100,43,FL,11
108,"Davis, Jim [FL-11]",29714,-0.236,-0.095,100,43,FL,11
93,BURKE (FLA.),11007,0.3,0.002,200,43,FL,12
94,BURKE (FLA.),11007,0.3,0.002,200,43,FL,12
95,BURKE (FLA.),11007,0.3,0.002,200,43,FL,12
96,STACK,14663,-0.35,0.052,100,43,FL,12
97,SHAW,14860,0.309,-0.265,200,43,FL,12
98,"LEWIS, T.",15035,0.371,-0.324,200,43,FL,12
99,"LEWIS, T.",15035,0.371,-0.324,200,43,FL,12
100,"LEWIS, T.",15035,0.371,-0.324,200,43,FL,12
101,"Lewis, Thomas F. [FL-12]",15035,0.371,-0.324,200,43,FL,12
102,"Lewis, Thomas F. [FL-12]",15035,0.371,-0.324,200,43,FL,12
103,"Canady, Charles T. [FL-12]",29332,0.355,-0.121,200,43,FL,12
104,"Canady, Charles T. [FL-12]",29332,0.355,-0.121,200,43,FL,12
105,"Canady, Charles T. [FL-12]",29332,0.355,-0.121,200,43,FL,12
106,"Canady, Charles T. [FL-12]",29332,0.355,-0.121,200,43,FL,12
107,"Putnam, Adam H. [FL-12]",20113,0.404,-0.198,200,43,FL,12
108,"Putnam, Adam H. [FL-12]",20113,0.404,-0.198,200,43,FL,12
93,LEHMAN,14029,-0.463,-0.003,100,43,FL,13
94,LEHMAN,14029,-0.463,-0.003,100,43,FL,13
95,LEHMAN,14029,-0.463,-0.003,100,43,FL,13
96,LEHMAN,14029,-0.463,-0.003,100,43,FL,13
97,LEHMAN,14029,-0.463,-0.003,100,43,FL,13
98,MACK,15037,0.42,-0.327,200,43,FL,13
99,MACK,15037,0.42,-0.327,200,43,FL,13
100,MACK,15037,0.42,-0.327,200,43,FL,13
101,"Goss, Porter J. [FL-13]",15605,0.397,-0.518,200,43,FL,13
102,"Goss, Porter J. [FL-13]",15605,0.397,-0.518,200,43,FL,13
103,"Miller, Dan [FL-13]",29333,0.425,-0.618,200,43,FL,13
104,"Miller, Dan [FL-13]",29333,0.425,-0.618,200,43,FL,13
105,"Miller, Dan [FL-13]",29333,0.425,-0.618,200,43,FL,13
106,"Miller, Dan [FL-13]",29333,0.425,-0.618,200,43,FL,13
107,"Miller, Dan [FL-13]",29333,0.425,-0.618,200,43,FL,13
108,"Harris, Katherine [FL-13]",20314,0.407,-0.297,200,43,FL,13
93,PEPPER,7333,-0.435,0.322,100,43,FL,14
94,PEPPER,7333,-0.435,0.322,100,43,FL,14
95,PEPPER,7333,-0.435,0.322,100,43,FL,14
96,PEPPER,7333,-0.435,0.322,100,43,FL,14
97,PEPPER,7333,-0.435,0.322,100,43,FL,14
98,MICA,14648,-0.148,0.348,100,43,FL,14
99,MICA,14648,-0.148,0.348,100,43,FL,14
100,MICA,14648,-0.148,0.348,100,43,FL,14
101,"Johnston, Harry [FL-14]",15609,-0.31,-0.319,100,43,FL,14
102,"Johnston, Harry [FL-14]",15609,-0.31,-0.319,100,43,FL,14
103,"Goss, Porter J. [FL-14]",15605,0.397,-0.518,200,43,FL,14
104,"Goss, Porter J. [FL-14]",15605,0.397,-0.518,200,43,FL,14
105,"Goss, Porter J. [FL-14]",15605,0.397,-0.518,200,43,FL,14
106,"Goss, Porter J. [FL-14]",15605,0.397,-0.518,200,43,FL,14
107,"Goss, Porter J. [FL-14]",15605,0.397,-0.518,200,43,FL,14
108,"Goss, Porter J. [FL-14]",15605,0.397,-0.518,200,43,FL,14
93,FASCELL,3078,-0.293,0.244,100,43,FL,15
94,FASCELL,3078,-0.293,0.244,100,43,FL,15
95,FASCELL,3078,-0.293,0.244,100,43,FL,15
96,FASCELL,3078,-0.293,0.244,100,43,FL,15
97,FASCELL,3078,-0.293,0.244,100,43,FL,15
98,SHAW,14860,0.309,-0.265,200,43,FL,15
99,SHAW,14860,0.309,-0.265,200,43,FL,15
100,SHAW,14860,0.309,-0.265,200,43,FL,15
101,"Shaw, E. Clay, Jr. [FL-15]",14860,0.309,-0.265,200,43,FL,15
102,"Shaw, E. Clay, Jr. [FL-15]",14860,0.309,-0.265,200,43,FL,15
103,"Bacchus, Jim [FL-15]",29112,-0.193,-0.054,100,43,FL,15
104,"Weldon, Dave [FL-15]",29509,0.449,-0.154,200,43,FL,15
105,"Weldon, Dave [FL-15]",29509,0.449,-0.154,200,43,FL,15
106,"Weldon, Dave [FL-15]",29509,0.449,-0.154,200,43,FL,15
107,"Weldon, Dave [FL-15]",29509,0.449,-0.154,200,43,FL,15
108,"Weldon, Dave [FL-15]",29509,0.449,-0.154,200,43,FL,15
98,"SMITH, L.",15062,-0.322,0.062,100,43,FL,16
99,"SMITH, L.",15062,-0.322,0.062,100,43,FL,16
100,"SMITH, LARRY",15062,-0.322,0.062,100,43,FL,16
101,"Smith, Lawrence [FL-16]",15062,-0.322,0.062,100,43,FL,16
102,"Smith, Lawrence [FL-16]",15062,-0.322,0.062,100,43,FL,16
103,"Lewis, Thomas F. [FL-16]",15035,0.371,-0.324,200,43,FL,16
104,"Foley, Mark [FL-16]",29510,0.303,-0.537,200,43,FL,16
105,"Foley, Mark [FL-16]",29510,0.303,-0.537,200,43,FL,16
106,"Foley, Mark [FL-16]",29510,0.303,-0.537,200,43,FL,16
107,"Foley, Mark [FL-16]",29510,0.303,-0.537,200,43,FL,16
108,"Foley, Mark [FL-16]",29510,0.303,-0.537,200,43,FL,16
98,"LEHMAN, W.",14029,-0.463,-0.003,100,43,FL,17
99,"LEHMAN, W.",14029,-0.463,-0.003,100,43,FL,17
100,"LEHMAN, W.",14029,-0.463,-0.003,100,43,FL,17
101,"Lehman, William [FL-17]",14029,-0.463,-0.003,100,43,FL,17
102,"Lehman, William [FL-17]",14029,-0.463,-0.003,100,43,FL,17
103,"Meek, Carrie P. [FL-17]",29334,-0.421,0.024,100,43,FL,17
104,"Meek, Carrie P. [FL-17]",29334,-0.421,0.024,100,43,FL,17
105,"Meek, Carrie P. [FL-17]",29334,-0.421,0.024,100,43,FL,17
106,"Meek, Carrie P. [FL-17]",29334,-0.421,0.024,100,43,FL,17
107,"Meek, Carrie P. [FL-17]",29334,-0.421,0.024,100,43,FL,17
108,"Meek, Kendrick B. [FL-17]",29999,,,100,43,FL,17
98,PEPPER,7333,-0.435,0.322,100,43,FL,18
99,PEPPER,7333,-0.435,0.322,100,43,FL,18
100,PEPPER,7333,-0.435,0.322,100,43,FL,18
101,"Pepper, Claude [FL-18]",7333,,,100,43,FL,18
101,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
102,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
103,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
104,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
105,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
106,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
107,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
108,"Ros-Lehtinen, Ileana [FL-18]",15634,0.25,-0.461,200,43,FL,18
98,FASCELL,3078,-0.293,0.244,100,43,FL,19
99,FASCELL,3078,-0.293,0.244,100,43,FL,19
100,FASCELL,3078,-0.293,0.244,100,43,FL,19
101,"Fascell, Dante B. [FL-19]",3078,-0.293,0.244,100,43,FL,19
102,"Fascell, Dante B. [FL-19]",3078,-0.293,0.244,100,43,FL,19
103,"Johnston, Harry [FL-19]",15609,-0.31,-0.319,100,43,FL,19
104,"Johnston, Harry [FL-19]",15609,-0.31,-0.319,100,43,FL,19
105,"Wexler, Robert [FL-19]",29715,-0.341,-0.237,100,43,FL,19
106,"Wexler, Robert [FL-19]",29715,-0.341,-0.237,100,43,FL,19
107,"Wexler, Robert [FL-19]",29715,-0.341,-0.237,100,43,FL,19
108,"Wexler, Robert [FL-19]",29715,-0.341,-0.237,100,43,FL,19
103,"Deutsch, Peter [FL-20]",29335,-0.289,-0.185,100,43,FL,20
104,"Deutsch, Peter [FL-20]",29335,-0.289,-0.185,100,43,FL,20
105,"Deutsch, Peter [FL-20]",29335,-0.289,-0.185,100,43,FL,20
106,"Deutsch, Peter [FL-20]",29335,-0.289,-0.185,100,43,FL,20
107,"Deutsch, Peter [FL-20]",29335,-0.289,-0.185,100,43,FL,20
108,"Deutsch, Peter [FL-20]",29335,-0.289,-0.185,100,43,FL,20
103,"Diaz-Balart, Lincoln [FL-21]",29336,0.245,-0.306,200,43,FL,21
104,"Diaz-Balart, Lincoln [FL-21]",29336,0.245,-0.306,200,43,FL,21
105,"Diaz-Balart, Lincoln [FL-21]",29336,0.245,-0.306,200,43,FL,21
106,"Diaz-Balart, Lincoln [FL-21]",29336,0.245,-0.306,200,43,FL,21
107,"Diaz-Balart, Lincoln [FL-21]",29336,0.245,-0.306,200,43,FL,21
108,"Diaz-Balart, Lincoln [FL-21]",29336,0.245,-0.306,200,43,FL,21
103,"Shaw, E. Clay, Jr. [FL-22]",14860,0.309,-0.265,200,43,FL,22
104,"Shaw, E. Clay, Jr. [FL-22]",14860,0.309,-0.265,200,43,FL,22
105,"Shaw, E. Clay, Jr. [FL-22]",14860,0.309,-0.265,200,43,FL,22
106,"Shaw, E. Clay, Jr. [FL-22]",14860,0.309,-0.265,200,43,FL,22
107,"Shaw, E. Clay, Jr. [FL-22]",14860,0.309,-0.265,200,43,FL,22
108,"Shaw, E. Clay, Jr. [FL-22]",14860,0.309,-0.265,200,43,FL,22
103,"Hastings, Alcee L. [FL-23]",29337,-0.511,0.159,100,43,FL,23
104,"Hastings, Alcee L. [FL-23]",29337,-0.511,0.159,100,43,FL,23
105,"Hastings, Alcee L. [FL-23]",29337,-0.511,0.159,100,43,FL,23
106,"Hastings, Alcee L. [FL-23]",29337,-0.511,0.159,100,43,FL,23
107,"Hastings, Alcee L. [FL-23]",29337,-0.511,0.159,100,43,FL,23
108,"Hastings, Alcee L. [FL-23]",29337,-0.511,0.159,100,43,FL,23
108,"Feeney, Tom [FL-24]",20315,0.574,-0.002,200,43,FL,24
108,"Diaz-Balart, Mario [FL-25]",20316,0.464,-0.31,200,43,FL,25
93,GINN,14016,-0.129,0.7,100,44,GA,1
94,GINN,14016,-0.129,0.7,100,44,GA,1
95,GINN,14016,-0.129,0.7,100,44,GA,1
96,GINN,14016,-0.129,0.7,100,44,GA,1
97,GINN,14016,-0.129,0.7,100,44,GA,1
98,"THOMAS, L.",15069,-0.09,0.56,100,44,GA,1
99,"THOMAS, L.",15069,-0.09,0.56,100,44,GA,1
100,"THOMAS, L.",15069,-0.09,0.56,100,44,GA,1
101,"Thomas, Lindsay [GA-1]",15069,-0.09,0.56,100,44,GA,1
102,"Thomas, Lindsay [GA-1]",15069,-0.09,0.56,100,44,GA,1
103,"Kingston, Jack [GA-1]",29338,0.448,-0.022,200,44,GA,1
104,"Kingston, Jack [GA-1]",29338,0.448,-0.022,200,44,GA,1
105,"Kingston, Jack [GA-1]",29338,0.448,-0.022,200,44,GA,1
106,"Kingston, Jack [GA-1]",29338,0.448,-0.022,200,44,GA,1
107,"Kingston, Jack [GA-1]",29338,0.448,-0.022,200,44,GA,1
108,"Kingston, Jack [GA-1]",29338,0.448,-0.022,200,44,GA,1
93,MATHIS,13023,0.075,0.649,100,44,GA,2
94,MATHIS,13023,0.075,0.649,100,44,GA,2
95,MATHIS,13023,0.075,0.649,100,44,GA,2
96,MATHIS,13023,0.075,0.649,100,44,GA,2
97,HATCHER,14831,-0.145,0.581,100,44,GA,2
98,HATCHER,14831,-0.145,0.581,100,44,GA,2
99,HATCHER,14831,-0.145,0.581,100,44,GA,2
100,HATCHER,14831,-0.145,0.581,100,44,GA,2
101,"Hatcher, Charles [GA-2]",14831,-0.145,0.581,100,44,GA,2
102,"Hatcher, Charles [GA-2]",14831,-0.145,0.581,100,44,GA,2
103,"Bishop, Sanford D., Jr. [GA-2]",29339,-0.212,0.305,100,44,GA,2
