Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,
106,176,14626,"Frost, J. Martin, III",2,2,100,1/6/99,1/3/01,0,11,2,1,1,H. RES. 7,RULES,49,24,TX,,
106,176,14632,"Hall, Tony P.",2,3,100,1/6/99,1/3/01,0,10,2,1,1,H. RES. 7,RULES,24,3,OH,,
106,176,15444,"Slaughter, Louise M.",2,4,100,1/6/99,1/3/01,0,2,4,1,1,H. RES. 7,RULES,13,28,NY,,
106,182,14657,"Sensenbrenner, F. James, Jr.",1,1,200,1/6/99,1/3/01,11,10,3,1,1,H. RES. 6,SCIENCE,25,9,WI,,
106,182,15007,"Boehlert, Sherwood L.",1,2,200,1/6/99,1/3/01,0,9,2,1,1,H. RES. 6,SCIENCE,13,23,NY,,
106,182,15445,"Smith, Lamar S.",1,3,200,1/6/99,1/3/01,0,1,4,1,1,H. RES. 6,SCIENCE,49,21,TX,,
106,182,15434,"Morella, Constance A.",1,4,200,1/6/99,1/3/01,0,7,2,1,1,H. RES. 6,SCIENCE,52,8,MD,,
106,182,15447,"Weldon, Curt",1,5,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SCIENCE,14,7,PA,,
106,182,15621,"Rohrabacher, Dana",1,6,200,1/6/99,1/3/01,0,6,2,1,1,H. RES. 6,SCIENCE,71,45,CA,,
106,182,15085,"Barton, Joe L.",1,7,200,1/6/99,1/3/01,0,5,2,1,1,H. RES. 6,SCIENCE,49,6,TX,,
106,182,29323,"Calvert, Ken",1,8,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,SCIENCE,71,43,CA,,
106,182,29364,"Smith, Nick",1,9,200,1/6/99,1/3/01,0,1,4,1,1,H. RES. 6,SCIENCE,23,7,MI,,
106,182,29356,"Bartlett, Roscoe G.",1,10,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,SCIENCE,52,6,MD,,
106,182,29362,"Ehlers, Vernon J.",1,11,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,SCIENCE,23,3,MI,,
106,182,29509,"Weldon, Dave",1,12,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SCIENCE,43,15,FL,,
106,182,29532,"Gutknecht, Gil",1,13,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SCIENCE,33,1,MN,,
106,182,29115,"Ewing, Thomas W.",1,14,200,1/6/99,1/3/01,0,2,2,1,0,H. RES. 6,SCIENCE,21,15,IL,,
106,182,29766,"Cannon, Christopher B.",1,15,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,SCIENCE,67,3,UT,,
106,182,29760,"Brady, Kevin",1,16,200,1/6/99,1/3/01,0,2,2,1,2,H. RES. 6,SCIENCE,49,8,TX,,
106,182,29765,"Cook, Merrill",1,17,200,1/6/99,1/3/01,0,2,2,0,2,H. RES. 6,SCIENCE,67,2,UT,,
106,182,29581,"Nethercutt, George",1,18,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,SCIENCE,73,5,WA,,
106,182,29393,"Lucas, Frank D.",1,19,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,SCIENCE,53,6,OK,,
106,182,29941,"Green, Mark",1,20,200,1/6/99,1/3/01,0,1,2,1,2,H. RES. 6,SCIENCE,25,8,WI,,
106,182,29904,"Kuykendall, Steven T.",1,21,200,1/6/99,1/3/01,0,1,2,1,0,H. RES. 6,SCIENCE,71,36,CA,,
106,182,29905,"Miller, Gary G.",1,22,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,SCIENCE,71,41,CA,,
106,182,29912,"Biggert, Judy.",1,23,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,SCIENCE,21,13,IL,,
106,182,29578,"Metcalf, Jack",1,24,200,2/2/99,1/3/01,0,1,2,1,0,H. Res. 30,SCIENCE,73,2,WA,,
106,182,29565,"Sanford, Marshall (Mark)",1,25,200,2/2/99,1/3/01,0,1,2,1,0,H. Res. 30,SCIENCE,48,1,SC,,
106,182,10573,"Brown, George E., Jr.",2,1,100,1/6/99,7/15/99,22,14,4,5,0,H. RES. 7,SCIENCE,71,42,CA,Died,
106,182,14828,"Hall, Ralph M.",2,2,100,1/6/99,1/3/01,23,10,2,1,1,H. RES. 7,SCIENCE,49,4,TX,,
106,182,15100,"Gordon, Bart",2,3,100,1/6/99,1/3/01,0,3,4,1,1,H. RES. 7,SCIENCE,54,6,TN,,
106,182,15121,"Traficant, James A., Jr.",2,4,100,1/6/99,1/3/01,0,8,2,3,2,H. RES. 7,SCIENCE,24,17,OH,Leave of absence 2/24/1999; will return after 106th and retain seniority,
106,182,15453,"Costello, Jerry F.",2,5,100,1/6/99,1/3/01,0,1,4,1,1,H. RES. 7,SCIENCE,21,12,IL,,
106,182,29117,"Roemer, Timothy J.",2,6,100,1/6/99,1/3/01,0,5,2,3,2,H. RES. 7,SCIENCE,22,3,IN,Leave of absence to serve on Select Intel Comm 3/2/1999; will return after 106th with seniority,
106,182,29363,"Barcia, James A.",2,7,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,SCIENCE,23,5,MI,,
106,182,39305,"Johnson, Eddie Bernice",2,8,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,SCIENCE,49,30,TX,,
106,182,29309,"Woolsey, Lynn",2,9,100,1/6/99,1/3/01,0,1,4,1,1,H. RES. 7,SCIENCE,71,6,CA,,
106,182,29337,"Hastings, Alcee L.",2,10,100,1/6/99,1/3/01,0,3,2,1,2,H. RES. 7,SCIENCE,43,23,FL,,
106,182,29531,"Rivers, Lynn N.",2,11,100,1/6/99,1/3/01,0,3,2,1,1,H. RES. 7,SCIENCE,23,13,MI,,
106,182,29504,"Lofgren, Zoe",2,12,100,1/6/99,1/3/01,0,3,3,1,1,H. RES. 7,SCIENCE,71,16,CA,,
106,182,29561,"Doyle, Michael F.",2,13,100,1/6/99,1/3/01,0,3,2,1,1,H. RES. 7,SCIENCE,14,18,PA,,
106,182,29573,"Jackson Lee, Sheila",2,14,100,1/6/99,1/3/01,0,3,3,1,1,H. RES. 7,SCIENCE,49,18,TX,,
106,182,29732,"Stabenow, Debbie",2,15,100,1/6/99,1/3/01,0,2,2,1,0,H. RES. 7,SCIENCE,23,8,MI,,
106,182,29745,"Etheridge, Bob",2,16,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SCIENCE,47,2,NC,,
106,182,29761,"Lampson, Nick",2,17,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SCIENCE,49,9,TX,,
106,182,29778,"Lee, Barbara",2,18,100,1/6/99,2/3/99,0,1,2,2,2,H. RES. 7,SCIENCE,71,9,CA,Left science for Int Relations,
106,182,29908,"Larson, John B.",2,19,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SCIENCE,1,1,CT,,
106,182,29906,"Udall, Mark",2,20,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SCIENCE,62,2,CO,,
106,182,29931,"Wu, David",2,21,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SCIENCE,72,1,OR,,
106,182,29926,"Weiner, Anthony D.",2,22,100,1/19/99,1/3/01,0,1,2,1,1,H. Res 23,SCIENCE,13,9,NY,,
106,182,29919,"Capuano, Michael E.",2,23,100,1/19/99,1/3/01,0,1,2,1,1,H. Res 23,SCIENCE,3,8,MA,,
106,182,29934,"Hoeffel, Joseph M.",5,24,100,6/9/99,1/3/01,0,1,2,1,1,H. Res. 204,SCIENCE,14,13,PA,,
106,182,29915,"Moore, Dennis",5,25,100,6/9/99,1/3/01,0,1,2,1,1,H. Res. 204,SCIENCE,32,3,KS,,
106,182,29938,"Baird, Brian",7,1,100,6/9/99,1/3/01,0,1,3,1,1,H. Res. 204,SCIENCE,73,3,WA,,
106,182,29942,"Baca, Joe",7,2,100,11/18/99,1/3/01,0,1,2,1,1,H. Res. 391,SCIENCE,71,42,CA,,
106,184,29369,"Talent, James M.",1,1,200,1/6/99,1/3/01,11,4,2,1,0,H. RES. 6,SMALL BUSINESS,34,2,MO,,
106,184,15093,"Combest, Larry",1,2,200,1/6/99,1/3/01,0,2,4,1,1,H. RES. 6,SMALL BUSINESS,49,19,TX,,
106,184,15419,"Hefley, Joel",1,3,200,1/6/99,1/3/01,0,7,2,1,1,H. RES. 6,SMALL BUSINESS,62,5,CO,,
106,184,29349,"Manzullo, Donald",1,4,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,SMALL BUSINESS,21,16,IL,,
106,184,29356,"Bartlett, Roscoe G.",1,5,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SMALL BUSINESS,52,6,MD,,
106,184,29539,"Lobiondo, Frank A.",1,6,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SMALL BUSINESS,12,2,NJ,,
106,184,29544,"Kelly, Sue W.",1,7,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SMALL BUSINESS,13,19,NY,,
106,184,29550,"Chabot, Steven J.",1,8,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,SMALL BUSINESS,24,1,OH,,
106,184,29563,"English, Phil",1,9,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,SMALL BUSINESS,14,21,PA,,
106,184,29518,"McIntosh, David M.",1,10,200,1/6/99,1/3/01,0,2,2,1,0,H. RES. 6,SMALL BUSINESS,22,2,IN,,
106,184,29738,"Hill, Rick",1,11,200,1/6/99,1/3/01,0,2,2,1,0,H. RES. 6,SMALL BUSINESS,64,1,MT,,
106,184,29752,"Pitts, Joseph R.",1,12,200,1/6/99,1/3/01,0,2,2,1,2,H. RES. 6,SMALL BUSINESS,14,16,PA,,
106,184,29542,"Forbes, Michael P.",1,13,200,1/6/99,1/3/01,0,4,2,1,0,H. RES. 6,SMALL BUSINESS,13,1,NY,,
106,184,29927,"Sweeney, John E.",1,14,200,1/6/99,1/3/01,0,1,2,1,2,H. RES. 6,SMALL BUSINESS,13,22,NY,,
106,184,29935,"Toomey, Patrick J.",1,15,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,SMALL BUSINESS,14,15,PA,,
106,184,29936,"DeMint, Jim",1,16,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,SMALL BUSINESS,48,4,SC,,
106,184,29719,"Pease, Edward A.",1,17,200,2/2/99,1/3/01,0,1,2,1,0,H. Res. 30,SMALL BUSINESS,22,7,IN,,
106,184,29754,"Thune, John",1,18,200,2/2/99,1/3/01,0,1,2,1,1,H. Res. 30,SMALL BUSINESS,37,1,SD,,
106,184,29775,"Bono, Mary",1,19,200,2/2/99,1/3/01,0,1,2,1,2,H. Res. 30,SMALL BUSINESS,71,44,CA,,
106,184,29378,"Velazquez, Nydia M.",2,1,100,1/6/99,1/3/01,21,4,2,1,1,H. RES. 7,SMALL BUSINESS,13,12,NY,,
106,184,15060,"Sisisky, Norman",2,2,100,1/6/99,1/3/01,0,9,2,2,2,H. RES. 7,SMALL BUSINESS,40,4,VA,Leave of absence 2/23/1999 to serve on Select Intel Comm,
106,184,29586,"Millender-McDonald, Juanita",2,3,100,1/6/99,1/3/01,0,3,2,1,1,H. RES. 7,SMALL BUSINESS,71,37,CA,,
106,184,29717,"Davis, Danny K.",2,4,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SMALL BUSINESS,21,7,IL,,
106,184,29744,"McCarthy, Carolyn",2,5,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SMALL BUSINESS,13,4,NY,,
106,184,29741,"Pascrell, William J., Jr.",2,6,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SMALL BUSINESS,12,8,NJ,,
106,184,29763,"Hinojosa, Ruben",2,7,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SMALL BUSINESS,49,15,TX,,
106,184,70501,"Christensen, Donna Marie Christian",2,8,9999,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,SMALL BUSINESS,93,1,VI,,
106,184,29777,"Brady, Robert A.",2,9,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SMALL BUSINESS,14,1,PA,,
106,184,29924,"Udall, Tom",2,10,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SMALL BUSINESS,66,3,NM,,
106,184,29915,"Moore, Dennis",2,11,100,1/6/99,1/3/01,0,1,3,1,1,H. RES. 7,SMALL BUSINESS,32,3,KS,,
106,184,29930,"Jones, Stephanie Tubbs",2,12,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SMALL BUSINESS,24,11,OH,,
106,184,29943,"Gonzalez, Charles A.",2,13,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SMALL BUSINESS,49,20,TX,,
106,184,29913,"Phelps, David D.",2,14,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SMALL BUSINESS,21,19,IL,,
106,184,29903,"Napolitano, Grace F.",2,15,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,SMALL BUSINESS,71,34,CA,,
106,184,29938,"Baird, Brian",2,16,100,1/19/99,1/3/01,0,1,2,1,1,H. Res 23,SMALL BUSINESS,73,3,WA,,
106,184,29911,"Schakowsky, Janice D",2,17,100,1/19/99,3/17/99,0,1,2,2,2,H. Res 23,SMALL BUSINESS,21,9,IL,Left Small Bus for Gov Reform,
106,184,29906,"Udall, Mark",5,18,100,5/25/99,1/3/01,0,1,2,1,1,H. Res. 188,SMALL BUSINESS,62,2,CO,,
106,184,29922,"Berkley, Shelley",7,1,100,5/25/99,1/3/01,0,1,2,1,1,H. Res. 188,SMALL BUSINESS,65,1,NV,,
106,186,15445,"Smith, Lamar S.",1,1,200,1/6/99,1/3/01,11,2,3,1,2,H. RES. 6,Standards of Official Conduct,49,21,TX,,
106,186,15419,"Hefley, Joel",1,2,200,1/19/99,1/3/01,0,2,2,1,1,H. Res. 22,Standards of Official Conduct,62,5,CO,,
106,186,29365,"Knollenberg, Joe",1,3,200,1/19/99,1/3/01,0,2,2,1,2,H. Res. 22,Standards of Official Conduct,23,11,MI,,
106,186,29386,"Portman, Rob",1,4,200,1/19/99,1/3/01,0,1,2,1,1,H. Res. 22,Standards of Official Conduct,24,2,OH,,
106,186,29124,"Camp, Dave",1,5,200,1/19/99,1/3/01,0,1,2,1,2,H. Res. 22,Standards of Official Conduct,23,4,MI,,
106,186,15005,"Berman, Howard L.",2,1,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Standards of Official Conduct,71,26,CA,,
106,186,14656,"Sabo, Martin Olav",2,2,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Standards of Official Conduct,33,5,MN,,
106,186,29101,"Pastor, Ed",2,3,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Standards of Official Conduct,61,2,AZ,,
106,186,29559,"Fattah, Chaka",2,4,100,1/6/99,1/3/01,0,2,2,1,2,H. RES. 7,Standards of Official Conduct,14,2,PA,,
106,186,29504,"Lofgren, Zoe",2,5,100,1/6/99,1/3/01,0,2,3,1,1,H. RES. 7,Standards of Official Conduct,71,16,CA,,
106,192,14454,"Stump, Robert",1,1,200,1/6/99,1/3/01,11,7,4,1,1,H. RES. 6,Veterans Affairs,61,3,AZ,,
106,192,14863,"Smith, Christopher H.",1,2,200,1/6/99,1/3/01,0,10,2,1,1,H. RES. 6,Veterans Affairs,12,4,NJ,,
106,192,15006,"Bilirakis, Michael",1,3,200,1/6/99,1/3/01,0,9,2,1,1,H. RES. 6,Veterans Affairs,43,9,FL,,
106,192,13042,"Spence, Floyd D.",1,4,200,1/6/99,1/3/01,0,5,2,1,1,H. RES. 6,Veterans Affairs,48,2,SC,,
106,192,29300,"Everett, Terry",1,5,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Veterans Affairs,41,2,AL,,
106,192,29350,"Buyer, Stephen E.",1,6,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Veterans Affairs,22,5,IN,,
106,192,29381,"Quinn, Jack",1,7,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Veterans Affairs,13,30,NY,,
106,192,29301,"Bachus, Spencer",1,8,200,1/6/99,3/11/99,0,4,2,3,2,H. RES. 6,Veterans Affairs,41,6,AL,Leaving VA to take position on Judiciary,
106,192,15627,"Stearns, Clifford B.",1,9,200,1/6/99,1/3/01,0,4,4,1,1,H. RES. 6,Veterans Affairs,43,6,FL,,
106,192,29722,"Moran, Jerry",1,10,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,Veterans Affairs,32,1,KS,,
106,192,29502,"Hayworth, J. D.",1,11,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Veterans Affairs,61,6,AZ,,
106,192,29514,"Chenoweth, Helen",1,12,200,1/6/99,1/3/01,0,2,2,1,0,H. RES. 6,Veterans Affairs,63,1,ID,,
106,192,29517,"LaHood, Ray",1,13,200,1/6/99,1/3/01,0,2,2,1,2,H. RES. 6,Veterans Affairs,21,18,IL,,
106,192,14829,"Hansen, James V.",1,14,200,2/2/99,1/3/01,0,1,2,1,2,H. Res. 30,Veterans Affairs,67,1,UT,To rank in the named order following LaHood,
106,192,29315,"McKeon, Howard P. (Buck)",1,15,200,2/2/99,1/3/01,0,1,2,1,1,H. Res. 30,Veterans Affairs,71,25,CA,To rank in the named order following LaHood,
106,192,29739,"Gibbons, Jim",1,16,200,2/2/99,1/3/01,0,1,2,1,1,H. Res. 30,Veterans Affairs,65,2,NV,To rank in the named order following LaHood,
106,192,29910,"Simpson, Michael K.",1,17,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,Veterans Affairs,63,2,ID,,
106,192,15023,"Evans, Lane",2,1,100,1/6/99,1/3/01,21,9,2,1,1,H. RES. 7,Veterans Affairs,21,17,IL,,
106,192,29325,"Filner, Bob",2,2,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,Veterans Affairs,71,50,CA,,
106,192,29348,"Gutierrez, Luis V.",2,3,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,Veterans Affairs,21,4,IL,,
106,192,29328,"Brown, Corrine",2,4,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,Veterans Affairs,43,3,FL,,
106,192,29561,"Doyle, Michael F.",2,5,100,1/6/99,1/3/01,0,3,2,1,1,H. RES. 7,Veterans Affairs,14,18,PA,,
106,192,29127,"Peterson, Collin C.",2,6,100,1/6/99,1/3/01,0,3,2,1,1,H. RES. 7,Veterans Affairs,33,7,MN,,
106,192,29720,"Carson, Julia M.",2,7,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Veterans Affairs,22,10,IN,,
106,192,29764,"Reyes, Silvestre",2,8,100,1/6/99,1/3/01,0,2,3,1,1,H. RES. 7,Veterans Affairs,49,16,TX,,
106,192,29703,"Snyder, Vic",2,9,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Veterans Affairs,42,2,AR,,
106,192,29771,"Rodriguez, Ciro D.",2,10,100,1/6/99,1/3/01,0,2,3,1,1,H. RES. 7,Veterans Affairs,49,28,TX,,
106,192,29920,"Shows, Ronnie",2,11,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,Veterans Affairs,46,4,MS,,
106,192,29922,"Berkley, Shelley",2,12,100,2/2/99,1/3/01,0,1,2,1,1,H. Res. 29,Veterans Affairs,65,1,NV,,
106,192,29914,"Hill, Baron P.",5,13,100,6/9/99,1/3/01,0,1,2,1,1,H. Res. 204,Veterans Affairs,22,9,IN,,
106,192,29924,"Udall, Tom",5,14,100,6/9/99,1/3/01,0,1,2,1,1,H. Res. 204,Veterans Affairs,66,3,NM,,
106,192,15401,"Baker, Richard H.",6,1,200,3/11/99,1/3/01,0,1,2,1,1,H. Res. 108,Veterans Affairs,45,6,LA,,
106,196,13002,"Archer, Bill",1,1,200,1/6/99,1/3/01,11,14,2,1,0,H. RES. 6,Ways and Means,49,7,TX,,
106,196,12041,"Crane, Philip M.",1,2,200,1/6/99,1/3/01,0,13,2,1,1,H. RES. 6,Ways and Means,21,8,IL,,
106,196,14669,"Thomas, William M.",1,3,200,1/6/99,1/3/01,0,9,2,1,1,H. RES. 6,Ways and Means,71,21,CA,,
106,196,14860,"Shaw, E. Clay, Jr.",1,4,200,1/6/99,1/3/01,0,7,2,1,1,H. RES. 6,Ways and Means,43,22,FL,,
106,196,15028,"Johnson, Nancy L.",1,5,200,1/6/99,1/3/01,0,6,2,1,1,H. RES. 6,Ways and Means,1,6,CT,,
106,196,15423,"Houghton, Amo",1,6,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Ways and Means,13,31,NY,,
106,196,15420,"Herger, Wally",1,7,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Ways and Means,71,2,CA,,
106,196,15451,"McCrery, Jim",1,8,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Ways and Means,45,4,LA,,
106,196,29124,"Camp, Dave",1,9,200,1/6/99,1/3/01,0,4,2,1,1,H. RES. 6,Ways and Means,23,4,MI,,
106,196,29126,"Ramstad, Jim",1,10,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,33,3,MN,,
106,196,29118,"Nussle, Jim",1,11,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,31,2,IA,,
106,196,29143,"Johnson, Sam",1,12,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,49,3,TX,,
106,196,39312,"Dunn, Jennifer",1,13,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,73,8,WA,,
106,196,29340,"Collins, Mac",1,14,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,44,3,GA,,
106,196,29386,"Portman, Rob",1,15,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,24,2,OH,,
106,196,29563,"English, Phil",1,16,200,1/6/99,1/3/01,0,3,2,1,1,H. RES. 6,Ways and Means,14,21,PA,,
106,196,29749,"Watkins, Wes",1,17,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,Ways and Means,53,3,OK,,
106,196,29502,"Hayworth, J. D.",1,18,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,Ways and Means,61,6,AZ,,
106,196,29516,"Weller, Gerald C. (Jerry)",1,19,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,Ways and Means,21,11,IL,,
106,196,29737,"Hulshof, Kenny",1,20,200,1/6/99,1/3/01,0,2,2,1,1,H. RES. 6,Ways and Means,34,9,MO,,
106,196,29326,"McInnis, Scott",1,21,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,Ways and Means,62,3,CO,,
106,196,29352,"Lewis, Ron",1,22,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,Ways and Means,51,2,KY,,
106,196,29510,"Foley, Mark",1,23,200,1/6/99,1/3/01,0,1,2,1,1,H. RES. 6,Ways and Means,43,16,FL,,
106,196,13035,"Rangel, Charles B.",2,1,100,1/6/99,1/3/01,21,13,2,1,1,H. RES. 7,Ways and Means,13,15,NY,,
106,196,14053,"Stark, Fortney Pete",2,2,100,1/6/99,1/3/01,0,13,2,1,1,H. RES. 7,Ways and Means,71,13,CA,,
106,196,14649,"Matsui, Robert T.",2,3,100,1/6/99,1/3/01,0,10,2,1,1,H. RES. 7,Ways and Means,71,5,CA,,
106,196,14808,"Coyne, William J.",2,4,100,1/6/99,1/3/01,0,8,2,1,1,H. RES. 7,Ways and Means,14,14,PA,,
106,196,15033,"Levin, Sander M.",2,5,100,1/6/99,1/3/01,0,7,2,1,1,H. RES. 7,Ways and Means,23,12,MI,,
106,196,15408,"Cardin, Benjamin L.",2,6,100,1/6/99,1/3/01,0,6,2,1,1,H. RES. 7,Ways and Means,52,3,MD,,
106,196,15613,"McDermott, James A.",2,7,100,1/6/99,1/3/01,0,5,2,1,1,H. RES. 7,Ways and Means,73,7,WA,,
106,196,15082,"Kleczka, Gerald D.",2,8,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,Ways and Means,25,4,WI,,
106,196,15431,"Lewis, John R.",2,9,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,Ways and Means,44,5,GA,,
106,196,15616,"Neal, Richard E.",2,10,100,1/6/99,1/3/01,0,4,2,1,1,H. RES. 7,Ways and Means,3,2,MA,,
106,196,15614,"McNulty, Michael R.",2,11,100,1/6/99,1/3/01,0,3,4,1,1,H. RES. 7,Ways and Means,13,21,NY,,
106,196,29120,"Jefferson, William J.",2,12,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Ways and Means,45,2,LA,,
106,196,15628,"Tanner, John S.",2,13,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Ways and Means,54,8,TN,,
106,196,29316,"Becerra, Xavier",2,14,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Ways and Means,71,30,CA,,
106,196,29330,"Thurman, Karen L.",2,15,100,1/6/99,1/3/01,0,2,2,1,1,H. RES. 7,Ways and Means,43,5,FL,,
106,196,29571,"Doggett, Lloyd",2,16,100,1/6/99,1/3/01,0,1,2,1,1,H. RES. 7,Ways and Means,49,10,TX,,
106,242,15605,"Goss, Porter J.",1,1,200,1/6/99,1/3/01,11,3,2,1,1,H. Res. 7,Intelligence (Select),43,14,FL,,
106,242,14644,"Lewis, Jerry",1,2,200,1/19/99,1/3/01,0,4,2,3,2,H248,Intelligence (Select),71,41,CA,,
106,242,14842,"McCollum, Bill",1,3,200,1/19/99,1/3/01,0,3,2,1,1,H248,Intelligence (Select),43,8,FL,,
106,242,29327,"Castle, Michael N.",1,4,200,1/19/99,1/3/01,0,3,2,1,1,H248,Intelligence (Select),11,1,DE,,
106,242,15007,"Boehlert, Sherwood L.",1,5,200,1/19/99,1/3/01,0,2,2,1,1,H248,Intelligence (Select),13,24,NY,,
106,242,29538,"Bass, Charles F.",1,6,200,1/19/99,1/3/01,0,2,2,1,1,H248,Intelligence (Select),4,2,NH,,
106,242,29739,"Gibbons, Jim",1,7,200,1/19/99,1/3/01,0,2,1,1,1,H248,Intelligence (Select),65,2,NV,,
106,242,29517,"LaHood, Ray",1,8,200,1/19/99,1/3/01,0,1,2,1,1,H248,Intelligence (Select),21,18,IL,,
106,242,29779,"Wilson, Heather",1,9,200,1/19/99,1/3/01,0,1,3,3,2,H248,Intelligence (Select),66,1,NM,,
106,242,15448,"Pelosi, Nancy",2,1,100,1/6/99,1/3/01,21,4,2,1,1,H. Res. 7,Intelligence (Select),71,8,CA,,
106,242,29339,"Bishop, Sanford D., Jr.",2,2,100,2/12/99,1/3/01,0,2,1,1,1,H647,Intelligence (Select),44,2,GA,,
106,242,15060,"Sisisky, Norman",2,3,100,2/12/99,1/3/01,0,1,2,1,1,H647,Intelligence (Select),40,4,VA,,
106,242,15635,"Condit, Gary",2,4,100,2/12/99,1/3/01,0,1,2,1,1,H647,Intelligence (Select),71,18,CA,,
106,242,29117,"Roemer, Timothy J.",2,5,100,2/12/99,1/3/01,0,1,2,1,1,H647,Intelligence (Select),22,3,IN,,
106,242,29337,"Hastings, Alcee L.",2,6,100,2/12/99,1/3/01,0,1,3,1,1,H647,Intelligence (Select),43,23,FL,,
106,500,29137,"Boehner, John A.",1,1,200,3/2/99,1/3/01,0,1,2,1,2,H856,LIBRARY (JOINT),24,8,OH,,
106,500,29362,"Ehlers, Vernon J.",1,2,200,3/2/99,3/3/01,0,2,2,1,1,H856,LIBRARY (JOINT),23,3,MI,,
