Congress,Committee Code,ID #,Name,Maj/Min,Rank Within Party,Party Code,Date of Appointment,Date of Termination,,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State Code,District,State Name,Notes,,,,
105,435,15407,"Campbell, Ben Nighthorse",1,1,200,1/9/97,1/3/99,,11,5,2,1,1,S. Res. 14,Indian Affairs (Select Committee),62,83,CO,,,,,
105,435,14907,"Murkowski, Frank H.",1,2,200,1/9/97,1/3/99,,0,15,2,1,1,S. Res. 14,Indian Affairs (Select Committee),81,83,AK,,,,,
105,435,15039,"McCain, John",1,3,200,1/9/97,1/3/99,,0,11,2,1,1,S. Res. 14,Indian Affairs (Select Committee),61,83,AZ,,,,,
105,435,14904,"Gorton, Slade",1,4,200,1/9/97,1/3/99,,0,8,2,1,2,S. Res. 14,Indian Affairs (Select Committee),73,81,WA,,,,,
105,435,14103,"Domenici, Pete V.",1,5,200,1/9/97,1/3/99,,0,7,2,1,1,S. Res. 14,Indian Affairs (Select Committee),66,82,NM,,,,,
105,435,15633,"Thomas, Craig",1,6,200,1/9/97,1/3/99,,0,3,2,1,1,S. Res. 14,Indian Affairs (Select Committee),68,81,WY,,,,,
105,435,14503,"Hatch, Orrin G.",1,7,200,1/9/97,1/3/99,,0,3,2,1,1,S. Res. 14,Indian Affairs (Select Committee),67,81,UT,,,,,
105,435,15424,"Inhofe, James M.",1,8,200,1/9/97,1/3/99,,0,1,2,1,1,S. Res. 14,Indian Affairs (Select Committee),53,82,OK,,,,,
105,435,4812,"Inouye, Daniel K.",2,1,100,1/9/97,1/3/99,,21,19,2,1,1,S. Res. 12,Indian Affairs (Select Committee),82,83,HI,,,,,
105,435,15502,"Conrad, Kent",2,2,100,1/9/97,1/3/99,,0,3,2,1,1,S. Res. 12,Indian Affairs (Select Committee),36,81,ND,,,,,
105,435,15054,"Reid, Harry",2,3,100,1/9/97,1/3/99,,0,8,2,1,1,S. Res. 12,Indian Affairs (Select Committee),65,83,NV,,,,,
105,435,14400,"Akaka, Daniel K.",2,4,100,1/9/97,1/3/99,,0,7,2,1,1,S. Res. 12,Indian Affairs (Select Committee),82,81,HI,,,,,
105,435,49101,"Wellstone, Paul David",2,5,100,1/9/97,1/3/99,,0,7,2,1,1,S. Res. 12,Indian Affairs (Select Committee),33,82,MN,,,,,
105,435,14812,"Dorgan, Byron",2,6,100,1/9/97,1/3/99,,0,5,2,1,1,S. Res. 12,Indian Affairs (Select Committee),36,83,ND,,,,,
105,500,12109,"Stevens, Ted",1,1,200,1/30/97,,,0,11,2,1,1,S. Res. 31,Library (Joint),81,82,AK,,,,,
105,500,14712,"Warner, John W.",1,2,200,1/30/97,,,0,3,2,1,2,S. Res. 31,Library (Joint),40,82,VA,,,,,
105,500,14009,"Cochran, Thad",1,3,200,1/30/97,,,0,3,4,1,1,S. Res. 31,Library (Joint),46,82,MS,,,,,
105,500,14508,"Moynihan, Daniel P.",2,1,100,1/30/97,,,0,11,2,1,1,S. Res. 31,Library (Joint),13,81,NY,,,,,
105,500,49300,"Feinstein, Dianne",2,2,100,1/30/97,,,0,1,3,1,2,S. Res. 31,Library (Joint),71,81,CA,,,,,
105,501,14712,"Warner, John W.",1,1,200,1/30/97,,,0,3,2,1,2,S. Res. 31,Printing (Joint),40,82,VA,,,,,
105,501,14009,"Cochran, Thad",1,2,200,1/30/97,,,0,3,2,1,1,S. Res. 31,Printing (Joint),46,82,MS,,,,,
105,501,14921,"McConnell, Mitch",1,3,200,1/30/97,,,0,1,2,1,1,S. Res. 31,Printing (Joint),51,82,KY,,,,,
105,501,14302,"Ford, Wendell H.",2,1,100,1/30/97,,,0,16,2,1,0,S. Res. 31,Printing (Joint),51,83,KY,,,,,
105,501,4812,"Inouye, Daniel K.",2,2,100,1/30/97,,,0,3,2,1,1,S. Res. 31,Printing (Joint),82,83,HI,,,,,
105,507,15037,"Mack, Connie",1,1,200,1/9/97,1/3/99,,81,9,2,1,1,S. Res. 14,Economic (Joint Committee),43,81,FL,,,,,
105,507,11044,"Roth, William V., Jr.",1,2,200,1/9/97,1/3/99,,0,21,2,1,1,S. Res. 14,Economic (Joint Committee),11,81,DE,,,,,
105,507,49307,"Bennet, Robert F.",1,3,200,1/9/97,1/3/99,,0,5,2,1,1,S. Res. 14,Economic (Joint Committee),67,83,UT,,,,,
105,507,29367,"Grams, Rod",1,4,200,1/9/97,1/3/99,,0,3,2,1,1,S. Res. 14,Economic (Joint Committee),33,81,MN,,,,,
105,507,29523,"Brownback, Samuel Dale",1,5,200,1/9/97,1/3/99,,0,1,2,1,1,S. Res. 14,Economic (Joint Committee),32,83,KS,,,,,
105,507,49700,"Sessions, Jeff",1,6,200,1/9/97,1/3/99,,0,1,2,1,1,S. Res. 14,Economic (Joint Committee),41,82,AL,,,,,
105,507,14912,"Bingaman, Jeff",2,1,100,1/9/97,1/3/99,,0,11,3,1,1,S. Res. 12,Economic (Joint Committee),66,81,NM,,,,,
105,507,13039,"Sarbanes, Paul S.",2,2,100,1/9/97,1/3/99,,0,3,2,1,1,S. Res. 12,Economic (Joint Committee),52,81,MD,,,,,
105,507,10808,"Kennedy, Edward M.",2,3,100,1/9/97,1/3/99,,0,23,2,1,1,S. Res. 12,Economic (Joint Committee),3,81,MA,,,,,
105,507,15705,"Robb, Charles S.",2,4,100,1/9/97,1/3/99,,0,5,2,1,1,S. Res. 12,Economic (Joint Committee),40,81,VA,,,,,
105,662,14031,"Lott, Trent",1,1,200,1/3/97,1/3/99,,41,3,3,1,1,,Majority leader,46,81,MS,,,,,
105,662,14908,"Nickles, Don",1,1,200,1/3/97,1/3/99,,51,1,3,1,1,,Majority whip,53,83,OK,,,,,
105,662,14617,"Daschle, Thomas A.",2,1,100,1/3/97,1/3/99,,61,3,3,1,1,,Minority leader,37,83,SD,,,,,
105,662,14302,"Ford, Wendell H.",2,1,100,1/3/97,1/3/99,,64,3,2,1,0,,Minority whip,51,83,KY,,,,,
106,305,14506,"Lugar, Richard G.",1,1,200,1/7/99,1/3/01,,11,23,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",22,81,IN,,,,,
106,305,14105,"Helms, Jesse",1,2,200,1/7/99,1/3/01,,0,27,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",47,82,NC,,,,,
106,305,14009,"Cochran, Thad",1,3,200,1/7/99,1/3/01,,0,21,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",46,82,MS,,,,,
106,305,14921,"McConnell, Mitch",1,4,200,1/7/99,1/3/01,,0,14,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",51,82,KY,,,,,
106,305,49301,"Coverdell, Paul",1,5,200,1/7/99,7/18/00,,0,7,2,5,0,S. Res. 12,"Agriculture, Nutrition and Forestry",44,83,GA,Died,,,,
106,305,14852,"Roberts, Pat",1,6,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",32,82,KS,,,,,
106,305,49900,"Fitzgerald, Peter G",1,7,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",21,82,IL,,,,,
106,305,14226,"Grassley, Charles E.",1,8,200,1/7/99,1/3/01,,0,5,4,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",31,83,IA,,,,,
106,305,14809,"Craig, Larry E.",1,9,200,1/7/99,1/3/01,,0,9,2,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",63,82,ID,,,,,
106,305,29141,"Santorum, Rick",1,10,200,1/7/99,1/3/01,,0,5,3,1,1,S. Res. 12,"Agriculture, Nutrition and Forestry",14,81,PA,,,,,
106,305,14230,"Harkin, Tom",2,1,100,1/7/99,1/3/01,,21,14,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",31,82,IA,,,,,
106,305,14307,"Leahy, Patrick J.",2,2,100,1/7/99,1/3/01,,0,25,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",6,83,VT,,,,,
106,305,15502,"Conrad, Kent",2,3,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",36,81,ND,,,,,
106,305,14617,"Daschle, Thomas A.",2,4,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",37,83,SD,,,,,
106,305,14203,"Baucus, Max",2,5,100,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",64,82,MT,,,,,
106,305,15702,"Kerrey, J. Robert",2,6,100,1/7/99,1/3/01,,0,11,2,1,0,S. Res. 14,"Agriculture, Nutrition and Forestry",35,81,NE,,,,,
106,305,15425,"Johnson, Tim",2,7,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",37,82,SD,,,,,
106,305,29305,"Lincoln, Blanche Lambert",2,8,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,"Agriculture, Nutrition and Forestry",42,83,AR,,,,,
106,305,49903,"Voinovich, George Victor",6,1,200,12/6/00,1/3/01,,0,1,2,1,2,S. Res. 354,"Agriculture, Nutrition and Forestry",24,83,OH,,,,,
106,306,12109,"Stevens, Ted",1,1,200,1/7/99,1/3/01,,11,27,2,1,1,S. Res. 12,Appropriations,81,82,AK,,,,,
106,306,14009,"Cochran, Thad",1,2,200,1/7/99,1/3/01,,0,19,2,1,1,S. Res. 12,Appropriations,46,82,MS,,,,,
106,306,14910,"Specter, Arlen",1,3,200,1/7/99,1/3/01,,0,19,2,1,1,S. Res. 12,Appropriations,14,83,PA,,,,,
106,306,14103,"Domenici, Pete V.",1,4,200,1/7/99,1/3/01,,0,17,2,1,1,S. Res. 12,Appropriations,66,82,NM,,,,,
106,306,15501,"Bond, Christopher S.",1,5,200,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 12,Appropriations,34,83,MO,,,,,
106,306,14904,"Gorton, Slade",1,6,200,1/7/99,1/3/01,,0,9,4,1,1,S. Res. 12,Appropriations,73,81,WA,,,,,
106,306,14921,"McConnell, Mitch",1,7,200,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 12,Appropriations,51,82,KY,,,,,
106,306,15701,"Burns, Conrad",1,8,200,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 12,Appropriations,64,81,MT,,,,,
106,306,94659,"Shelby, Richard C.",1,9,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Appropriations,41,83,AL,,,,,
106,306,14826,"Gregg, Judd",1,10,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Appropriations,4,83,NH,,,,,
106,306,49307,"Bennet, Robert F.",1,11,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Appropriations,67,83,UT,,,,,
106,306,15407,"Campbell, Ben Nighthorse",1,12,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Appropriations,62,83,CO,,,,,
106,306,14809,"Craig, Larry E.",1,13,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,Appropriations,63,82,ID,,,,,
106,306,49306,"Hutchison, Kay Bailey",1,14,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,Appropriations,49,81,TX,,,,,
106,306,15429,"Kyl, Jon",1,15,200,1/7/99,1/3/01,,0,1,2,1,2,S. Res. 12,Appropriations,61,81,AZ,,,,,
106,306,1366,"Byrd, Robert C.",2,1,100,1/7/99,1/3/01,,21,41,2,1,1,S. Res. 14,Appropriations,56,81,WV,,,,,
106,306,4812,"Inouye, Daniel K.",2,2,100,1/7/99,1/3/01,,0,29,2,1,1,S. Res. 14,Appropriations,82,83,HI,,,,,
106,306,11204,"Hollings, Ernest F.",2,3,100,1/7/99,1/3/01,,0,29,2,1,1,S. Res. 14,Appropriations,48,83,SC,,,,,
106,306,14307,"Leahy, Patrick J.",2,4,100,1/7/99,1/3/01,,0,22,2,1,1,S. Res. 14,Appropriations,6,83,VT,,,,,
106,306,14914,"Lautenberg, Frank R.",2,5,100,1/7/99,1/3/01,,0,14,4,1,2,S. Res. 14,Appropriations,12,81,NJ,,,,,
106,306,14230,"Harkin, Tom",2,6,100,1/7/99,1/3/01,,0,14,2,1,1,S. Res. 14,Appropriations,31,82,IA,,,,,
106,306,14440,"Mikulski, Barbara A.",2,7,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 14,Appropriations,52,83,MD,,,,,
106,306,15054,"Reid, Harry",2,8,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 14,Appropriations,65,83,NV,,,,,
106,306,15703,"Kohl, Herbert H.",2,9,100,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 14,Appropriations,25,81,WI,,,,,
106,306,49308,"Murray, Patty",2,10,100,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 14,Appropriations,73,83,WA,,,,,
106,306,14812,"Dorgan, Byron",2,11,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 14,Appropriations,36,83,ND,,,,,
106,306,49300,"Feinstein, Dianne",2,12,100,1/7/99,1/3/01,,0,1,4,1,1,S. Res. 14,Appropriations,71,81,CA,,,,,
106,306,15021,"Durbin, Richard J.",2,13,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,Appropriations,21,82,IL,,,,,
106,308,14712,"Warner, John W.",1,1,200,1/7/99,1/3/01,,11,21,2,1,1,S. Res. 12,Armed Services,40,82,VA,,,,,
106,308,9369,"Thurmond, Strom",1,2,200,1/7/99,1/3/01,,0,41,2,1,1,S. Res. 12,Armed Services,48,82,SC,,,,,
106,308,15039,"McCain, John",1,3,200,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 12,Armed Services,61,83,AZ,,,,,
106,308,15116,"Smith, Robert C.",1,4,200,1/7/99,1/3/01,,0,9,2,1,1,S. Res. 12,Armed Services,4,82,NH,,,,,
106,308,15424,"Inhofe, James M.",1,5,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Armed Services,53,82,OK,,,,,
106,308,29141,"Santorum, Rick",1,6,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Armed Services,14,81,PA,,,,,
106,308,14661,"Snowe, Olympia J.",1,7,200,1/7/99,1/3/01,,0,3,2,1,2,S. Res. 12,Armed Services,2,81,ME,,,,,
106,308,14852,"Roberts, Pat",1,8,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,Armed Services,32,82,KS,,,,,
106,308,29108,"Allard, Wayne",1,9,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,Armed Services,62,82,CO,,,,,
106,308,29306,"Hutchinson, Tim",1,10,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,Armed Services,42,82,AR,,,,,
106,308,49700,"Sessions, Jeff",1,11,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,Armed Services,41,82,AL,,,,,
106,308,14709,"Levin, Carl",2,1,100,1/7/99,1/3/01,,21,21,2,1,1,S. Res. 14,Armed Services,23,82,MI,,,,,
106,308,10808,"Kennedy, Edward M.",2,2,100,1/7/99,1/3/01,,0,17,2,1,1,S. Res. 14,Armed Services,3,81,MA,,,,,
106,308,14912,"Bingaman, Jeff",2,3,100,1/7/99,1/3/01,,0,17,3,1,2,S. Res. 14,Armed Services,66,81,NM,,,,,
106,308,1366,"Byrd, Robert C.",2,4,100,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 14,Armed Services,56,81,WV,,,,,
106,308,15705,"Robb, Charles S.",2,5,100,1/7/99,1/3/01,,0,7,2,1,0,S. Res. 14,Armed Services,40,81,VA,,,,,
106,308,15704,"Lieberman, Joseph I.",2,6,100,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 14,Armed Services,1,81,CT,,,,,
106,308,49701,"Cleland, Max",2,7,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 14,Armed Services,44,82,GA,,,,,
106,308,49702,"Landrieu, Mary L.",2,8,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,Armed Services,45,82,LA,,,,,
106,308,29142,"Reed, Jack",2,9,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,Armed Services,5,82,RI,,,,,
106,314,14628,"Gramm, Phil",1,1,200,1/7/99,1/3/01,,11,14,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",49,82,TX,,,,,
106,314,94659,"Shelby, Richard C.",1,2,200,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",41,83,AL,,,,,
106,314,15037,"Mack, Connie",1,3,200,1/7/99,1/3/01,,0,11,2,1,0,S. Res. 12,"Banking, Housing, and Urban Affairs",43,81,FL,,,,,
106,314,49307,"Bennet, Robert F.",1,4,200,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",67,83,UT,,,,,
106,314,29367,"Grams, Rod",1,5,200,1/7/99,1/3/01,,0,5,2,1,0,S. Res. 12,"Banking, Housing, and Urban Affairs",33,81,MN,,,,,
106,314,29108,"Allard, Wayne",1,6,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",62,82,CO,,,,,
106,314,49706,"Enzi, Michael B.",1,7,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",68,82,WY,,,,,
106,314,49704,"Hagel, Chuck",1,8,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",35,82,NE,,,,,
106,314,29141,"Santorum, Rick",1,9,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",14,81,PA,,,,,
106,314,15406,"Bunning, James Paul David",1,10,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",51,83,KY,,,,,
106,314,29345,"Crapo, Michael Dean",1,11,200,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 12,"Banking, Housing, and Urban Affairs",63,83,ID,,,,,
106,314,13039,"Sarbanes, Paul S.",2,1,100,1/7/99,1/3/01,,21,22,2,1,1,S. Res. 14,"Banking, Housing, and Urban Affairs",52,81,MD,,,,,
106,314,14213,"Dodd, Christopher, J",2,2,100,1/7/99,1/3/01,,0,19,2,1,1,S. Res. 14,"Banking, Housing, and Urban Affairs",1,83,CT,,,,,
106,314,14920,"Kerry, John F.",2,3,100,1/7/99,1/3/01,,0,11,2,1,2,S. Res. 14,"Banking, Housing, and Urban Affairs",3,82,MA,,,,,
106,314,15700,"Bryan, Richard H.",2,4,100,1/7/99,1/3/01,,0,3,4,1,0,S. Res. 14,"Banking, Housing, and Urban Affairs",65,81,NV,,,,,
106,314,15425,"Johnson, Tim",2,5,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 14,"Banking, Housing, and Urban Affairs",37,82,SD,,,,,
106,314,29142,"Reed, Jack",2,6,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 14,"Banking, Housing, and Urban Affairs",5,82,RI,,,,,
106,314,14858,"Schumer, Charles Ellis (Chuck)",2,7,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,"Banking, Housing, and Urban Affairs",13,83,NY,,,,,
106,314,49901,"Bayh, Evan",2,8,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,"Banking, Housing, and Urban Affairs",22,83,IN,,,,,
106,314,49902,"Edwards, John",2,9,100,1/7/99,1/3/01,,0,1,2,1,2,S. Res. 14,"Banking, Housing, and Urban Affairs",47,83,NC,,,,,
106,314,14908,"Nickles, Don",4,12,200,12/6/00,1/3/01,,0,1,2,1,2,S. Res. 354,"Banking, Housing, and Urban Affairs",53,83,OK,,,,,
106,316,14103,"Domenici, Pete V.",1,1,200,1/7/99,1/3/01,,11,25,2,1,1,S. Res. 13,Budget,66,82,NM,,,,,
106,316,14226,"Grassley, Charles E.",1,2,200,1/7/99,1/3/01,,0,19,2,1,1,S. Res. 13,Budget,31,83,IA,,,,,
106,316,14908,"Nickles, Don",1,3,200,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 13,Budget,53,83,OK,,,,,
106,316,14628,"Gramm, Phil",1,4,200,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 13,Budget,49,82,TX,,,,,
106,316,15501,"Bond, Christopher S.",1,5,200,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 13,Budget,34,83,MO,,,,,
106,316,14904,"Gorton, Slade",1,6,200,1/7/99,1/3/01,,0,7,4,1,1,S. Res. 13,Budget,73,81,WA,,,,,
106,316,14826,"Gregg, Judd",1,7,200,1/14/99,1/3/01,,0,7,2,1,1,S. Res. 18,Budget,4,83,NH,,,,,
106,316,14661,"Snowe, Olympia J.",1,8,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 13,Budget,2,81,ME,,,,,
106,316,49500,"Abraham, Spencer",1,9,200,1/7/99,1/3/01,,0,5,2,1,0,S. Res. 13,Budget,23,81,MI,,,,,
106,316,49502,"Frist, William H.",1,10,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 13,Budget,54,81,TN,,,,,
106,316,29367,"Grams, Rod",1,11,200,1/7/99,1/3/01,,0,5,2,1,0,S. Res. 13,Budget,33,81,MN,,,,,
106,316,49705,"Smith, Gordon H.",1,12,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 13,Budget,72,82,OR,,,,,
106,316,14914,"Lautenberg, Frank R.",2,1,100,1/7/99,1/3/01,,21,15,4,1,2,S. Res. 15,Budget,12,81,NJ,,,,,
106,316,11204,"Hollings, Ernest F.",2,2,100,1/7/99,1/3/01,,0,25,2,1,1,S. Res. 15,Budget,48,83,SC,,,,,
106,316,15502,"Conrad, Kent",2,3,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 15,Budget,36,81,ND,,,,,
106,316,13039,"Sarbanes, Paul S.",2,4,100,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 15,Budget,52,81,MD,,,,,
106,316,15011,"Boxer, Barbara",2,5,100,1/7/99,1/3/01,,0,7,2,1,2,S. Res. 15,Budget,71,83,CA,,,,,
106,316,49308,"Murray, Patty",2,6,100,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 15,Budget,73,83,WA,,,,,
106,316,14871,"Wyden, Ron",2,7,100,1/7/99,1/3/01,,0,4,2,1,1,S. Res. 15,Budget,72,83,OR,,,,,
106,316,49309,"Feingold, Russel D.",2,8,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 15,Budget,25,83,WI,,,,,
106,316,15425,"Johnson, Tim",2,9,100,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 15,Budget,37,82,SD,,,,,
106,316,15021,"Durbin, Richard J.",2,10,100,1/7/99,1/3/01,,0,3,2,1,2,S. Res. 15,Budget,21,82,IL,,,,,
106,321,15039,"McCain, John",1,1,200,1/7/99,1/3/01,,11,13,2,1,1,S. Res. 12,"Commerce, Science, and Transportation",61,83,AZ,,,,,
106,321,12109,"Stevens, Ted",1,2,200,1/7/99,1/3/01,,0,19,4,1,1,S. Res. 12,"Commerce, Science, and Transportation",81,82,AK,,,,,
106,321,15701,"Burns, Conrad",1,3,200,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 12,"Commerce, Science, and Transportation",64,81,MT,,,,,
106,321,14904,"Gorton, Slade",1,4,200,1/7/99,1/3/01,,0,11,4,1,1,S. Res. 12,"Commerce, Science, and Transportation",73,81,WA,,,,,
106,321,14031,"Lott, Trent",1,5,200,1/7/99,1/3/01,,0,11,2,1,1,S. Res. 12,"Commerce, Science, and Transportation",46,81,MS,,,,,
106,321,49306,"Hutchison, Kay Bailey",1,6,200,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 12,"Commerce, Science, and Transportation",49,81,TX,,,,,
106,321,14661,"Snowe, Olympia J.",1,7,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,"Commerce, Science, and Transportation",2,81,ME,,,,,
106,321,49501,"Ashcroft, John",1,8,200,1/7/99,1/3/01,,0,5,2,1,0,S. Res. 12,"Commerce, Science, and Transportation",34,81,MO,,,,,
106,321,49502,"Frist, William H.",1,9,200,1/7/99,1/3/01,,0,5,2,1,2,S. Res. 12,"Commerce, Science, and Transportation",54,81,TN,,,,,
106,321,49500,"Abraham, Spencer",1,10,200,1/7/99,1/3/01,,0,5,2,1,0,S. Res. 12,"Commerce, Science, and Transportation",23,81,MI,,,,,
106,321,29523,"Brownback, Samuel Dale",1,11,200,1/7/99,1/3/01,,0,3,4,1,1,S. Res. 12,"Commerce, Science, and Transportation",32,83,KS,,,,,
106,321,11204,"Hollings, Ernest F.",2,1,100,1/7/99,1/3/01,,21,33,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",48,83,SC,,,,,
106,321,4812,"Inouye, Daniel K.",2,2,100,1/7/99,1/3/01,,0,31,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",82,83,HI,,,,,
106,321,14922,"Rockefeller, John D., IV",2,3,100,1/7/99,1/3/01,,0,14,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",56,82,WV,,,,,
106,321,14920,"Kerry, John F.",2,4,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",3,82,MA,,,,,
106,321,13056,"Breaux, John B.",2,5,100,1/7/99,1/3/01,,0,13,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",45,83,LA,,,,,
106,321,15700,"Bryan, Richard H.",2,6,100,1/7/99,1/3/01,,0,13,2,1,0,S. Res. 14,"Commerce, Science, and Transportation",65,81,NV,,,,,
106,321,14812,"Dorgan, Byron",2,7,100,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",36,83,ND,,,,,
106,321,14871,"Wyden, Ron",2,8,100,1/7/99,1/3/01,,0,4,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",72,83,OR,,,,,
106,321,49701,"Cleland, Max",2,9,100,1/7/99,1/3/01,,0,1,2,1,1,S. Res. 14,"Commerce, Science, and Transportation",44,82,GA,,,,,
106,330,14907,"Murkowski, Frank H.",1,1,200,1/7/99,1/3/01,,11,19,2,1,1,S. Res. 12,Energy and Natural Resources,81,83,AK,,,,,
106,330,14103,"Domenici, Pete V.",1,2,200,1/7/99,1/3/01,,0,22,2,1,1,S. Res. 12,Energy and Natural Resources,66,82,NM,,,,,
106,330,14908,"Nickles, Don",1,3,200,1/7/99,1/3/01,,0,19,2,1,1,S. Res. 12,Energy and Natural Resources,53,83,OK,,,,,
106,330,14809,"Craig, Larry E.",1,4,200,1/7/99,1/3/01,,0,9,2,1,1,S. Res. 12,Energy and Natural Resources,63,82,ID,,,,,
106,330,15407,"Campbell, Ben Nighthorse",1,5,200,1/7/99,1/3/01,,0,7,2,1,1,S. Res. 12,Energy and Natural Resources,62,83,CO,,,,,
106,330,15633,"Thomas, Craig",1,6,200,1/7/99,1/3/01,,0,5,2,1,1,S. Res. 12,Energy and Natural Resources,68,81,WY,,,,,
106,330,49705,"Smith, Gordon H.",1,7,200,1/7/99,1/3/01,,0,3,2,1,1,S. Res. 12,Energy and Natural Resources,72,82,OR,,,,,
106,330,15406,"Bunning, James Paul David",1,8,200,1/7/99,1/3/01,,0,1,3,1,2,S. Res. 12,Energy and Natural Resources,51,83,KY,,,,,
106,330,49900,"Fitzgerald, Peter G",1,9,200,1/7/99,1/3/01,,0,1,2,1,2,S. Res. 12,Energy and Natural Resources,21,82,IL,,,,,
106,330,14904,"Gorton, Slade",1,10,200,1/7/99,1/3/01,,0,13,4,1,0,S. Res. 12,Energy and Natural Resources,73,81,WA,,,,,
