party,id,committee,session,last,first,other,new_id
2,29513,128,104,Norwood,Charles,W.,505
2,29577,128,104,White,Rick,NA,513
2,29555,128,104,Coburn,Tom,A.,514
1,2605,128,104,Dingell,John,D.,284
1,14280,128,104,Waxman,Henry,A.,285
1,14435,128,104,Markey,Edward,J.,287
1,14679,128,104,Tauzin,W.,J.,291
1,14871,128,104,Wyden,Ron,NA,292
1,14828,128,104,Hall,Ralph,M.,293
1,15013,128,104,Bryant,John,NA,221
1,15010,128,104,Boucher,Frederick,C.,296
1,15107,128,104,Manton,Thomas,J.,298
1,15072,128,104,Towns,Edolphus,NA,299
1,14055,128,104,Studds,Gerry,E.,300
1,15454,128,104,Pallone,Frank,NA,302
1,29389,128,104,Brown,Sherrod,NA,305
1,29305,128,104,Lincoln,Blanche,Lambert,515
1,15100,128,104,Gordon,Bart,NA,228
1,29394,128,104,Furse,Elizabeth,NA,146
1,29335,128,104,Deutsch,Peter,NA,184
1,29346,128,104,Rush,Bobby,L.,186
1,29312,128,104,Eshoo,Anna,G.,376
1,29395,128,104,Klink,Ron,NA,194
1,29360,128,104,Stupak,Bart,NA,140
2,99342,128,104,Deal,Nathan,NA,516
2,94679,128,104,Tauzin,W.,J.,517
1,15055,128,104,Richardson,Bill,NA,294
1,14068,128,104,Collins,Cardiss,NA,289
1,15603,128,104,Engel,Eliot,L.,267
2,14015,134,104,Gilman,Benjamin,A.,334
2,14288,134,104,Goodling,William,F.,276
2,14432,134,104,Leach,James,A.S.,196
2,14655,134,104,Roth,Tobias,A.,201
2,14239,134,104,Hyde,Henry,J.,335
2,14605,134,104,Bereuter,Douglas,K.,199
2,14863,134,104,Smith,Christopher,H.,336
2,15014,134,104,Burton,Dan,NA,337
2,15109,134,104,Meyers,Jan,NA,338
2,15413,134,104,Gallegly,Elton,NA,339
2,15634,134,104,Ros-Lehtinen,Ileana,NA,340
2,15402,134,104,Ballenger,Cass,NA,254
2,15621,134,104,Rohrabacher,Dana,NA,253
2,29349,134,104,Manzullo,Donald,NA,342
2,29321,134,104,Royce,Ed,NA,344
2,29375,134,104,King,Peter,T.,214
2,29322,134,104,Kim,Jay,C.,408
2,29523,134,104,Brownback,Sam,NA,495
2,29545,134,104,Funderburk,David,NA,458
2,29550,134,104,Chabot,Steven,J.,518
2,29565,134,104,Sanford,Marshall,(Mark),519
2,29500,134,104,Salmon,Matt,NA,520
2,15423,134,104,Houghton,Amo,NA,442
1,10732,134,104,Hamilton,Lee,H.,323
1,14825,134,104,Gejdenson,Sam,NA,324
1,14837,134,104,Lantos,Tom,NA,325
1,15071,134,104,Torricelli,Robert,G.,326
1,15005,134,104,Berman,Howard,L.,219
1,15000,134,104,Ackerman,Gary,L.,327
1,15609,134,104,Johnston,Harry,A.,230
1,15603,134,104,Engel,Eliot,L.,267
1,70302,134,104,Faleomavaega,Eni,F.,275
1,14879,134,104,Martinez,Matthew,G.,259
1,15619,134,104,Payne,Donald,M.,262
1,29132,134,104,Andrews,Robert,E.,264
1,29373,134,104,Menendez,Robert,NA,330
1,29389,134,104,Brown,Sherrod,NA,305
1,29344,134,104,McKinney,Cynthia,A.,24
1,29337,134,104,Hastings,Alcee,L.,332
1,29355,134,104,Wynn,Albert,R.,190
1,15614,134,104,McNulty,Michael,R.,433
1,29149,134,104,Moran,James,P.,86
1,70401,134,104,Frazer,Victor,O.,521
2,15600,134,104,Campbell,Tom,J.,492
2,29560,134,104,Fox,Jon,D.,486
1,29370,134,104,Danner,Pat,NA,398
1,14048,134,104,Rose,Charlie,NA,3
1,29302,134,104,Hilliard,Earl,F.,19
2,14612,138,104,Clinger,William,F.,349
2,14015,138,104,Gilman,Benjamin,A.,334
2,15014,138,104,Burton,Dan,NA,337
2,15434,138,104,Morella,Constance,A.,387
2,15449,138,104,Shays,Christopher,NA,234
2,15624,138,104,Schiff,Steven,H.,350
2,15634,138,104,Ros-Lehtinen,Ileana,NA,340
2,29130,138,104,Zeliff,William,NA,352
2,39316,138,104,McHugh,John,M.,165
2,29320,138,104,Horn,Steve,NA,353
2,29331,138,104,Mica,John,L.,354
2,29357,138,104,Blute,Peter,I.,409
2,29576,138,104,Davis,Thomas,M.,522
2,29518,138,104,McIntosh,David,M.,504
2,29560,138,104,Fox,Jon,D.,486
2,29582,138,104,Tate,Randy,NA,523
2,29530,138,104,Chrysler,Dick,NA,484
2,29532,138,104,Gutknecht,Gil,NA,524
2,29519,138,104,Souder,Mark,E.,503
2,29540,138,104,Martini,William,J.,525
2,39508,138,104,Scarborough,Joe,NA,470
2,29501,138,104,Shadegg,John,NA,496
2,29515,138,104,Flanagan,Michael,P.,526
2,29538,138,104,Bass,Charles,F.,498
2,29553,138,104,LaTourette,Steven,C.,527
2,29565,138,104,Sanford,Marshall,(Mark),519
2,29529,138,104,Ehrlich,Robert,L.,482
1,14068,138,104,Collins,Cardiss,NA,289
1,14280,138,104,Waxman,Henry,A.,285
1,14837,138,104,Lantos,Tom,NA,325
1,15077,138,104,Wise,Robert,E.,220
1,15050,138,104,Owens,Major,R.,260
1,15072,138,104,Towns,Edolphus,NA,299
1,15064,138,104,Spratt,John,M.,123
1,15444,138,104,Slaughter,Louise,M.,223
1,15104,138,104,Kanjorski,Paul,E.,174
1,15635,138,104,Condit,Gary,NA,14
1,29127,138,104,Peterson,Collin,C.,15
1,29330,138,104,Thurman,Karen,L.,26
1,29379,138,104,Maloney,Carolyn,B.,183
1,39315,138,104,Barrett,Thomas,M.,188
1,15637,138,104,Taylor,Gene,NA,133
1,29125,138,104,Collins,Barbara-Rose,NA,347
1,70303,138,104,Norton,Eleanor,Holmes,248
1,29149,138,104,Moran,James,P.,86
1,39304,138,104,Green,Gene,NA,270
1,29334,138,104,Meek,Carrie,NA,90
1,29562,138,104,Mascara,Frank,R.,528
1,29559,138,104,Fattah,Chaka,NA,506
1,29147,138,104,Sanders,Bernard,NA,215
2,15417,138,104,Hastert,J.,Dennis,314
1,29138,138,104,Brewster,Bill,NA,435
2,29150,138,104,Klug,Scott,L.,319
1,29396,138,104,Holden,Tim,NA,23
1,29587,138,104,Cummings,Elijah,E.,529
2,14669,142,104,Thomas,William,M.,360
2,29362,142,104,Ehlers,Vernon,J.,412
2,14852,142,104,Roberts,Pat,NA,28
2,29137,142,104,Boehner,John,A.,38
2,39312,142,104,Dunn,Jennifer,NA,362
2,29336,142,104,Diaz-Balart,Lincoln,NA,343
2,29552,142,104,Ney,Robert,W.,481
1,14624,142,104,Fazio,Victor,H.,66
1,14825,142,104,Gejdenson,Sam,NA,324
1,14873,142,104,Hoyer,Steny,H.,68
1,29120,142,104,Jefferson,William,J.,251
1,29101,142,104,Pastor,Ed,NA,89
2,14239,156,104,Hyde,Henry,J.,335
2,14040,156,104,Moorhead,Carlos,J.,308
2,14657,156,104,Sensenbrenner,F.,James,369
2,14842,156,104,McCollum,Bill,NA,197
2,15026,156,104,Gekas,George,W.,370
2,15092,156,104,Coble,Howard,NA,371
2,15445,156,104,Smith,Lamar,S.,236
2,15624,156,104,Schiff,Steven,H.,350
2,15413,156,104,Gallegly,Elton,NA,339
2,29332,156,104,Canady,Charles,T.,45
2,39300,156,104,Inglis,Bob,NA,240
2,39308,156,104,Goodlatte,Robert,W.,42
2,29350,156,104,Buyer,Stephen,E.,162
2,29388,156,104,Hoke,Martin,R.,241
2,29507,156,104,Bono,Sonny,NA,480
2,29547,156,104,Heineman,Frederick,K.,487
2,29569,156,104,Bryant,Ed,NA,451
2,29550,156,104,Chabot,Steven,J.,518
2,29515,156,104,Flanagan,Michael,P.,526
2,29511,156,104,Barr,Bob,NA,483
1,10713,156,104,Conyers,John,NA,345
1,14051,156,104,Schroeder,Patricia,S.,117
1,14824,156,104,Frank,Barney,NA,173
1,14858,156,104,Schumer,Charles,E.,172
1,15005,156,104,Berman,Howard,L.,219
1,15010,156,104,Boucher,Frederick,C.,296
1,15013,156,104,Bryant,John,NA,221
1,29142,156,104,Reed,John,F.,265
1,29377,156,104,Nadler,Jerrold,NA,367
1,39307,156,104,Scott,Robert,C.,269
1,29383,156,104,Watt,Melvin,NA,192
1,29316,156,104,Becerra,Xavier,NA,268
1,29134,156,104,Serrano,Jose,E.,84
1,29504,156,104,Lofgren,Zoe,NA,530
1,29573,156,104,Jackson Lee,Sheila,NA,531
1,29106,156,104,Waters,Maxine,NA,178
2,14066,164,104,Young,Donald,E.,377
2,14829,164,104,Hansen,James,V.,152
2,15112,164,104,Saxton,H.,James,159
2,15413,164,104,Gallegly,Elton,NA,339
2,15455,164,104,Duncan,John,J.,383
2,15419,164,104,Hefley,Joel,NA,157
2,29104,164,104,Doolittle,John,T.,40
2,29108,164,104,Allard,Wayne,R.,35
2,29122,164,104,Gilchrest,Wayne,T.,378
2,29323,164,104,Calvert,Ken,NA,384
2,29311,164,104,Pombo,Richard,W.,44
2,29359,164,104,Torkildsen,Peter,G.,163
2,29502,164,104,Hayworth,J.,D.,478
2,29551,164,104,Cremeans,Frank,A.,485
2,29584,164,104,Cubin,Barbara,NA,532
2,29557,164,104,Cooley,Wes,NA,453
2,29514,164,104,Chenoweth,Helen,NA,449
2,29579,164,104,Smith,Linda,NA,533
2,29505,164,104,Radanovich,George,P.,497
2,29546,164,104,Jones,Walter,B.,471
2,29572,164,104,Thornberry,William,M.,468
2,29580,164,104,Hastings,Richard,(Doc),474
2,29578,164,104,Metcalf,Jack,NA,479
2,29527,164,104,Longley,James,B.,472
2,29501,164,104,Shadegg,John,NA,496
1,14256,164,104,Miller,George,NA,257
1,14448,164,104,Rahall,Nick,Joe,379
1,14458,164,104,Vento,Bruce,F.,171
1,14430,164,104,Kildee,Dale,E.,217
1,14672,164,104,Williams,Pat,NA,50
1,14825,164,104,Gejdenson,Sam,NA,324
1,15055,164,104,Richardson,Bill,NA,294
1,15410,164,104,DeFazio,Peter,A.,380
1,70302,164,104,Faleomavaega,Eni,F.,275
1,15425,164,104,Johnson,Tim,NA,10
1,15245,164,104,Abercrombie,Neil,NA,134
1,14055,164,104,Studds,Gerry,E.,300
1,14679,164,104,Tauzin,W.,J.,291
1,15049,164,104,Ortiz,Solomon,P.,125
1,29105,164,104,Dooley,Calvin,M.,16
1,70304,164,104,Romero-Barcelo,Carlos,NA,271
1,29342,164,104,Deal,Nathan,NA,382
1,29380,164,104,Hinchey,Maurice,D.,193
1,70305,164,104,Underwood,Robert,A.,142
1,29313,164,104,Farr,Sam,NA,47
2,29537,164,104,Ensign,John,NA,534
2,94679,164,104,Tauzin,W.,J.,517
1,15454,164,104,Pallone,Frank,NA,302
1,29564,164,104,Kennedy,Patrick,J.,476
1,15437,164,104,Pickett,Owen,B.,127
1,14435,164,104,Markey,Edward,J.,287
2,14052,173,104,Shuster,Bud,NA,404
2,14066,173,104,Young,Donald,E.,377
2,14612,173,104,Clinger,William,F.,349
2,14675,173,104,Petri,Thomas,E.,277
2,15007,173,104,Boehlert,Sherwood,L.,388
2,15003,173,104,Bateman,Herbert,H.,151
2,14819,173,104,Emerson,Bill,NA,29
2,15092,173,104,Coble,Howard,NA,371
2,15455,173,104,Duncan,John,J.,383
2,14846,173,104,Molinari,Susan,NA,281
2,29130,173,104,Zeliff,William,NA,352
2,29115,173,104,Ewing,Thomas,W.,39
2,29122,173,104,Gilchrest,Wayne,T.,378
2,29306,173,104,Hutchinson,Tim,NA,405
2,29310,173,104,Baker,Bill,NA,406
2,29322,173,104,Kim,Jay,C.,408
2,29320,173,104,Horn,Steve,NA,353
2,29371,173,104,Franks,Bob,NA,239
2,29357,173,104,Blute,Peter,I.,409
2,29331,173,104,Mica,John,L.,354
2,29381,173,104,Quinn,Jack,NA,410
2,29329,173,104,Fowler,Tillie,NA,164
2,29362,173,104,Ehlers,Vernon,J.,412
2,29301,173,104,Bachus,Spencer,NA,211
2,29516,173,104,Weller,Gerald,C.,477
2,29567,173,104,Wamp,Zach,NA,535
2,29522,173,104,Latham,Tom,NA,452
2,29553,173,104,LaTourette,Steven,C.,527
2,29506,173,104,Seastrand,Andrea,H.,536
2,29582,173,104,Tate,Randy,NA,523
2,29544,173,104,Kelly,Sue,W.,490
2,29517,173,104,LaHood,Ray,NA,456
2,29540,173,104,Martini,William,J.,525
1,14257,173,104,Mineta,Norman,Y.,389
1,14265,173,104,Oberstar,James,L.,328
1,14448,173,104,Rahall,Nick,Joe,379
1,15008,173,104,Borski,Robert,A.,329
1,15036,173,104,Lipinski,William,O.,373
1,15077,173,104,Wise,Robert,E.,220
1,15121,173,104,Traficant,James,A.,392
1,15410,173,104,DeFazio,Peter,A.,380
1,15418,173,104,Hayes,James,A.,346
1,15450,173,104,Clement,Bob,NA,393
1,15453,173,104,Costello,Jerry,F.,229
1,15617,173,104,Parker,Mike,NA,224
1,15611,173,104,Laughlin,Greg,H.,374
1,15620,173,104,Poshard,Glenn,NA,394
1,29100,173,104,Cramer,Bud,NA,396
1,29125,173,104,Collins,Barbara-Rose,NA,347
1,70303,173,104,Norton,Eleanor,Holmes,248
1,29377,173,104,Nadler,Jerrold,NA,367
1,29370,173,104,Danner,Pat,NA,398
1,29373,173,104,Menendez,Robert,NA,330
1,39301,173,104,Clyburn,James,E.,399
1,29328,173,104,Brown,Corrine,NA,348
1,29342,173,104,Deal,Nathan,NA,382
1,29363,173,104,Barcia,James,A.,400
1,29325,173,104,Filner,Bob,NA,401
1,29319,173,104,Tucker,Walter,R.,402
1,39305,173,104,Johnson,Eddie,Bernice,403
1,29138,173,104,Brewster,Bill,NA,435
2,29524,173,104,Tiahrt,Todd,NA,473
2,15401,173,104,Baker,Richard,H.,203
1,29587,173,104,Cummings,Elijah,E.,529
2,29543,173,104,Frisa,Daniel,NA,512
1,29535,173,104,McCarthy,Karen,NA,537
1,29562,173,104,Mascara,Frank,R.,528
1,15636,173,104,Geren,Pete,NA,145
1,15442,173,104,Sawyer,Thomas,C.,261
1,15637,173,104,Taylor,Gene,NA,133
1,29586,173,104,Millender-McDonald,Juanita,NA,538
2,14662,176,104,Solomon,Gerald,B.H.,416
2,10616,176,104,Quillen,James,H.,417
2,14813,176,104,Dreier,David,NA,418
2,15605,176,104,Goss,Porter,J.,419
2,29341,176,104,Linder,John,NA,207
2,29390,176,104,Pryce,Deborah,NA,206
2,29336,176,104,Diaz-Balart,Lincoln,NA,343
2,29326,176,104,McInnis,Scott,NA,385
2,29575,176,104,Waldholtz,Enid,G.,539
1,14039,176,104,Moakley,John,Joseph,413
1,14405,176,104,Beilenson,Anthony,C.,218
1,14626,176,104,Frost,J.,Martin,356
1,14632,176,104,Hall,Tony,P.,415
2,14461,182,104,Walker,Robert,S.,420
2,14657,182,104,Sensenbrenner,F.,James,369
2,15007,182,104,Boehlert,Sherwood,L.,388
2,15098,182,104,Fawell,Harris,W.,279
2,15434,182,104,Morella,Constance,A.,387
2,15447,182,104,Weldon,Curt,NA,153
2,15621,182,104,Rohrabacher,Dana,NA,253
2,15624,182,104,Schiff,Steven,H.,350
2,15085,182,104,Barton,Joe,L.,313
2,29323,182,104,Calvert,Ken,NA,384
2,29310,182,104,Baker,Bill,NA,406
2,29356,182,104,Bartlett,Roscoe,G.,167
2,29362,182,104,Ehlers,Vernon,J.,412
2,29567,182,104,Wamp,Zach,NA,535
2,29509,182,104,Weldon,Dave,NA,502
2,29566,182,104,Graham,Lindsey,O.,501
2,29500,182,104,Salmon,Matt,NA,520
2,29576,182,104,Davis,Thomas,M.,522
2,29570,182,104,Stockman,Steve,NA,488
2,29532,182,104,Gutknecht,Gil,NA,524
2,29506,182,104,Seastrand,Andrea,H.,536
2,29524,182,104,Tiahrt,Todd,NA,473
2,29554,182,104,Largent,Steve,NA,448
2,29568,182,104,Hilleary,Van,NA,469
2,29584,182,104,Cubin,Barbara,NA,532
2,29510,182,104,Foley,Mark,NA,454
2,29549,182,104,Myrick,Sue,NA,494
1,10573,182,104,Brown,George,E.,2
1,14828,182,104,Hall,Ralph,M.,293
1,15121,182,104,Traficant,James,A.,392
1,15418,182,104,Hayes,James,A.,346
1,15628,182,104,Tanner,John,S.,131
1,15636,182,104,Geren,Pete,NA,145
1,29117,182,104,Roemer,Timothy,J.,266
1,29100,182,104,Cramer,Bud,NA,396
1,29363,182,104,Barcia,James,A.,400
1,29399,182,104,McHale,Paul,NA,144
1,29318,182,104,Harman,Jane,NA,143
1,39305,182,104,Johnson,Eddie,Bernice,403
1,29366,182,104,Minge,David,NA,18
1,29123,182,104,Olver,John,W.,88
1,29337,182,104,Hastings,Alcee,L.,332
1,29531,182,104,Rivers,Lynn,N.,499
1,29535,182,104,McCarthy,Karen,NA,537
1,29526,182,104,Ward,Mike,NA,475
1,29504,182,104,Lofgren,Zoe,NA,530
1,29571,182,104,Doggett,Lloyd,NA,500
1,29561,182,104,Doyle,Michael,F.,540
1,29573,182,104,Jackson Lee,Sheila,NA,531
1,29533,182,104,Luther,William,P.,541
1,14459,182,104,Volkmer,Harold,L.,8
1,15100,182,104,Gordon,Bart,NA,228
2,15109,184,104,Meyers,Jan,NA,338
2,15419,184,104,Hefley,Joel,NA,157
2,29130,184,104,Zeliff,William,NA,352
2,29369,184,104,Talent,James,M.,166
2,29349,184,104,Manzullo,Donald,NA,342
2,29359,184,104,Torkildsen,Peter,G.,163
2,29356,184,104,Bartlett,Roscoe,G.,167
2,29579,184,104,Smith,Linda,NA,533
2,29539,184,104,Lobiondo,Frank,A.,489
2,29567,184,104,Wamp,Zach,NA,535
2,29544,184,104,Kelly,Sue,W.,490
2,29530,184,104,Chrysler,Dick,NA,484
2,29527,184,104,Longley,James,B.,472
2,29546,184,104,Jones,Walter,B.,471
2,29500,184,104,Salmon,Matt,NA,520
2,29568,184,104,Hilleary,Van,NA,469
2,29519,184,104,Souder,Mark,E.,503
2,29523,184,104,Brownback,Sam,NA,495
2,29550,184,104,Chabot,Steven,J.,518
2,29549,184,104,Myrick,Sue,NA,494
2,29545,184,104,Funderburk,David,NA,458
2,29578,184,104,Metcalf,Jack,NA,479
1,14248,184,104,LaFalce,John,J.,170
1,14871,184,104,Wyden,Ron,NA,292
1,15060,184,104,Sisisky,Norman,NA,122
1,15433,184,104,Mfume,Kweisi,NA,177
1,15412,184,104,Flake,Floyd,H.,176
1,15620,184,104,Poshard,Glenn,NA,394
1,29382,184,104,Clayton,Eva,M.,17
1,29358,184,104,Meehan,Martin,T.,141
1,29378,184,104,Velazquez,Nydia,M.,189
1,29354,184,104,Fields,Cleo,NA,191
1,29319,184,104,Tucker,Walter,R.,402
1,29302,184,104,Hilliard,Earl,F.,19
1,29111,184,104,Peterson,Pete,NA,87
1,29368,184,104,Thompson,Bennie,NA,46
1,29559,184,104,Fattah,Chaka,NA,506
1,29574,184,104,Bentsen,Ken,NA,491
1,29535,184,104,McCarthy,Karen,NA,537
1,29533,184,104,Luther,William,P.,541
1,29564,184,104,Kennedy,Patrick,J.,476
2,29553,184,104,LaTourette,Steven,C.,527
1,29528,184,104,Baldacci,John,E.,457
1,29106,184,104,Waters,Maxine,NA,178
1,14451,184,104,Skelton,Ike,NA,119
1,29585,184,104,Jackson,Jesse,L.,493
1,29586,184,104,Millender-McDonald,Juanita,NA,538
1,29588,184,104,Blumenauer,Earl,NA,507
1,29316,184,104,Becerra,Xavier,NA,268
1,39301,184,104,Clyburn,James,E.,399
1,70303,184,104,Norton,Eleanor,Holmes,248
2,15028,186,104,Johnson,Nancy,L.,422
2,15406,186,104,Bunning,Jim,NA,243
2,15605,186,104,Goss,Porter,J.,419
2,29136,186,104,Hobson,David,L.,111
2,15624,186,104,Schiff,Steven,H.,350
1,15613,186,104,McDermott,James,A.,247
1,15408,186,104,Cardin,Benjamin,L.,359
1,15448,186,104,Pelosi,Nancy,NA,77
1,15008,186,104,Borski,Robert,A.,329
1,15442,186,104,Sawyer,Thomas,C.,261
2,14454,192,104,Stump,Robert,NA,148
2,14863,192,104,Smith,Christopher,H.,336
2,15006,192,104,Bilirakis,Michael,NA,311
2,13042,192,104,Spence,Floyd,D.,147
2,29306,192,104,Hutchinson,Tim,NA,405
2,29300,192,104,Everett,Terry,NA,53
2,29350,192,104,Buyer,Stephen,E.,162
2,29381,192,104,Quinn,Jack,NA,410
2,29301,192,104,Bachus,Spencer,NA,211
2,15627,192,104,Stearns,Clifford,B.,316
2,29552,192,104,Ney,Robert,W.,481
2,29560,192,104,Fox,Jon,D.,486
2,29515,192,104,Flanagan,Michael,P.,526
2,29511,192,104,Barr,Bob,NA,483
2,29570,192,104,Stockman,Steve,NA,488
2,29516,192,104,Weller,Gerald,C.,477
2,29502,192,104,Hayworth,J.,D.,478
2,29557,192,104,Cooley,Wes,NA,453
1,11035,192,104,Montgomery,G.V.,(Sonny),115
1,15023,192,104,Evans,Lane,NA,129
1,15427,192,104,Kennedy,Joseph,P.,175
1,29144,192,104,Edwards,Chet,NA,136
1,29106,192,104,Waters,Maxine,NA,178
1,15450,192,104,Clement,Bob,NA,393
1,29325,192,104,Filner,Bob,NA,401
1,39303,192,104,Tejeda,Frank,NA,138
1,29348,192,104,Gutierrez,Luis,V.,185
1,29353,192,104,Baesler,Scotty,NA,25
1,29339,192,104,Bishop,Sanford,D.,27
1,39301,192,104,Clyburn,James,E.,399
1,29328,192,104,Brown,Corrine,NA,348
1,29561,192,104,Doyle,Michael,F.,540
1,29562,192,104,Mascara,Frank,R.,528
2,15058,192,104,Schaefer,Daniel,L.,312
1,29127,192,104,Peterson,Collin,C.,15
2,13002,196,104,Archer,Bill,NA,437
2,12041,196,104,Crane,Philip,M.,438
2,14669,196,104,Thomas,William,M.,360
2,14860,196,104,Shaw,E.,Clay,440
2,15028,196,104,Johnson,Nancy,L.,422
2,15406,196,104,Bunning,Jim,NA,243
2,15423,196,104,Houghton,Amo,NA,442
2,15420,196,104,Herger,Wally,NA,242
2,15451,196,104,McCrery,Jim,NA,443
2,15606,196,104,Hancock,Melton,D.,444
2,29124,196,104,Camp,Dave,NA,34
2,29126,196,104,Ramstad,Jim,NA,372
2,29133,196,104,Zimmer,Dick,NA,351
2,29118,196,104,Nussle,Jim,NA,37
2,29143,196,104,Johnson,Sam,NA,205
2,39312,196,104,Dunn,Jennifer,NA,362
2,29340,196,104,Collins,Mac,NA,407
2,29386,196,104,Portman,Rob,NA,355
2,29563,196,104,English,Phil,NA,542
2,29537,196,104,Ensign,John,NA,534
2,29536,196,104,Christensen,Jon,NA,543
1,10588,196,104,Gibbons,Sam,M.,424
1,13035,196,104,Rangel,Charles,B.,426
1,14053,196,104,Stark,Fortney,Pete,245
1,10742,196,104,Jacobs,Andrew,NA,427
1,14224,196,104,Ford,Harold,E.,428
1,14649,196,104,Matsui,Robert,T.,429
1,14877,196,104,Kennelly,Barbara,B.,226
1,14808,196,104,Coyne,William,J.,225
1,15033,196,104,Levin,Sander,M.,249
1,15408,196,104,Cardin,Benjamin,L.,359
1,15613,196,104,McDermott,James,A.,247
1,15082,196,104,Kleczka,Gerald,D.,357
1,15431,196,104,Lewis,John,R.,250
1,15452,196,104,Payne,Lewis,F.,430
1,15616,196,104,Neal,Richard,E.,431
2,95611,196,104,Laughlin,Greg,H.,544
2,95418,196,104,Hayes,James,A.,545
1,15614,196,104,McNulty,Michael,R.,433
2,15093,242,104,Combest,Larry,NA,33
2,14414,242,104,Dornan,Robert,K.,156
2,13047,242,104,Young,C.W.,Bill,93
2,14829,242,104,Hansen,James,V.,152
2,14644,242,104,Lewis,Jerry,NA,96
2,15605,242,104,Goss,Porter,J.,419
2,14052,242,104,Shuster,Bud,NA,404
2,14842,242,104,McCollum,Bill,NA,197
2,29327,242,104,Castle,Michael,N.,213
1,14413,242,104,Dicks,Norman,D.,63
1,15055,242,104,Richardson,Bill,NA,294
1,14620,242,104,Dixon,Julian,C.,65
1,15071,242,104,Torricelli,Robert,G.,326
1,15018,242,104,Coleman,Ronald,D.,71
1,15448,242,104,Pelosi,Nancy,NA,77
1,15611,242,104,Laughlin,Greg,H.,374
1,15443,242,104,Skaggs,David,E.,75
1,29318,242,104,Harman,Jane,NA,143
1,15055,242,104,Richardson,Bill,NA,294
2,14852,500,104,Roberts,Pat,NA,28
2,29552,500,104,Ney,Robert,W.,481
1,14624,500,104,Fazio,Victor,H.,66
1,29101,500,104,Pastor,Ed,NA,89
2,14852,501,104,Roberts,Pat,NA,28
2,29552,501,104,Ney,Robert,W.,481
1,14873,501,104,Hoyer,Steny,H.,68
1,29120,501,104,Jefferson,William,J.,251
2,13002,503,104,Archer,Bill,NA,437
2,12041,503,104,Crane,Philip,M.,438
2,14669,503,104,Thomas,William,M.,360
1,10588,503,104,Gibbons,Sam,M.,424
1,13035,503,104,Rangel,Charles,B.,426
2,15112,507,104,Saxton,H.,James,159
2,29115,507,104,Ewing,Thomas,W.,39
2,29381,507,104,Quinn,Jack,NA,410
2,29349,507,104,Manzullo,Donald,NA,342
2,29565,507,104,Sanford,Marshall,(Mark),519
2,29572,507,104,Thornberry,William,M.,468
1,14053,507,104,Stark,Fortney,Pete,245
1,12036,507,104,Obey,David,R.,58
1,10732,507,104,Hamilton,Lee,H.,323
1,15433,507,104,Mfume,Kweisi,NA,177
1,29380,507,104,Hinchey,Maurice,D.,193
1,29379,507,104,Maloney,Carolyn,B.,183
2,14627,661,104,Gingrich,Newton,L.,361
2,15125,661,104,Armey,Richard,K.,278
2,15094,661,104,DeLay,Tom,NA,101
1,14421,661,104,Gephardt,Richard,A.,216
1,14407,661,104,Bonior,David,E.,414
2,29723,770,104,Ryun,Jim,NA,546
2,29736,770,104,Emerson,Jo,Ann,547
2,15063,102,105,Smith,Robert,F.,32
2,15093,102,105,Combest,Larry,NA,33
2,29129,102,105,Barrett,Bill,NA,36
2,29137,102,105,Boehner,John,A.,38
2,29115,102,105,Ewing,Thomas,W.,39
2,29104,102,105,Doolittle,John,T.,40
2,39308,102,105,Goodlatte,Robert,W.,42
2,29311,102,105,Pombo,Richard,W.,44
2,29332,102,105,Canady,Charles,T.,45
2,29364,102,105,Smith,Nick,NA,52
2,29300,102,105,Everett,Terry,NA,53
2,29393,102,105,Lucas,Frank,D.,48
2,29352,102,105,Lewis,Ron,NA,49
2,29514,102,105,Chenoweth,Helen,NA,449
2,29520,102,105,Hostettler,John,N.,450
2,29569,102,105,Bryant,Ed,NA,451
2,29510,102,105,Foley,Mark,NA,454
2,29512,102,105,Chambliss,Saxby,NA,455
2,29517,102,105,LaHood,Ray,NA,456
2,29736,102,105,Emerson,Jo,Ann,547
2,29722,102,105,Moran,Jerry,NA,548
2,29735,102,105,Blunt,Roy,NA,549
2,29734,102,105,Pickering,Charles,W.,550
2,29711,102,105,Schaffer,Bob,NA,551
2,29754,102,105,Thune,John,NA,552
2,29755,102,105,Jenkins,William,L.,553
2,29726,102,105,Cooksey,John,NA,554
1,14664,102,105,Stenholm,Charles,W.,7
1,10573,102,105,Brown,George,E.,2
1,15635,102,105,Condit,Gary,NA,14
1,29127,102,105,Peterson,Collin,C.,15
1,29105,102,105,Dooley,Calvin,M.,16
1,29382,102,105,Clayton,Eva,M.,17
1,29366,102,105,Minge,David,NA,18
1,29302,102,105,Hilliard,Earl,F.,19
1,29384,102,105,Pomeroy,Earl,NA,22
1,29396,102,105,Holden,Tim,NA,23
1,29353,102,105,Baesler,Scotty,NA,25
1,29339,102,105,Bishop,Sanford,D.,27
1,29368,102,105,Thompson,Bennie,NA,46
1,29313,102,105,Farr,Sam,NA,47
1,29528,102,105,Baldacci,John,E.,457
1,29702,102,105,Berry,Marion,NA,555
1,29767,102,105,Goode,Virgil,H.,556
1,29746,102,105,McIntyre,Mike,NA,557
1,29732,102,105,Stabenow,Debbie,NA,558
1,29745,102,105,Etheridge,Bob,NA,559
1,29727,102,105,John,Chris,NA,560
1,29770,102,105,Johnson,Jay,W.,561
1,29721,102,105,Boswell,Leonard,L.,562
2,14469,104,105,Livingston,Robert,L.,95
