party,id,committee,session,last,first,other,new_id
2,49903,332,106,Voinovich,George,Victor,151
2,29345,332,106,Crapo,Michael,Dean,153
2,49307,332,106,Bennet,Robert,F.,71
2,49306,332,106,Hutchison,Kay,Bailey,62
1,14203,332,106,Baucus,Max,NA,8
1,14508,332,106,Moynihan,Daniel,P.,91
1,14914,332,106,Lautenberg,Frank,R.,26
1,15054,332,106,Reid,Harry,NA,28
1,15503,332,106,Graham,Bob,NA,50
1,15704,332,106,Lieberman,Joseph,I.,52
1,15011,332,106,Boxer,Barbara,NA,68
1,14871,332,106,Wyden,Ron,NA,112
2,49905,332,106,Chafee,Lincoln,Davenport,157
2,11044,336,106,Roth,William,V.,72
2,14500,336,106,Chafee,John,H.,95
2,14226,336,106,Grassley,Charles,E.,18
2,14503,336,106,Hatch,Orrin,G.,98
2,14907,336,106,Murkowski,Frank,H.,90
2,14908,336,106,Nickles,Don,NA,37
2,14628,336,106,Gramm,Phil,NA,38
2,14031,336,106,Lott,Trent,NA,57
2,14240,336,106,Jeffords,James,M.,102
2,15037,336,106,Mack,Connie,NA,41
2,49503,336,106,Thompson,Fred,NA,116
1,14508,336,106,Moynihan,Daniel,P.,91
1,14203,336,106,Baucus,Max,NA,8
1,14922,336,106,Rockefeller,John,D.,77
1,13056,336,106,Breaux,John,B.,79
1,15502,336,106,Conrad,Kent,NA,6
1,15503,336,106,Graham,Bob,NA,50
1,15700,336,106,Bryan,Richard,H.,67
1,15702,336,106,Kerrey,J.,Robert,9
1,15705,336,106,Robb,Charles,S.,51
2,49301,336,106,Coverdell,Paul,NA,17
2,14105,338,106,Helms,Jesse,NA,13
2,14506,338,106,Lugar,Richard,G.,11
2,49301,338,106,Coverdell,Paul,NA,17
2,49704,338,106,Hagel,Chuck,NA,140
2,49705,338,106,Smith,Gordon,H.,142
2,29367,338,106,Grams,Rod,NA,108
2,29523,338,106,Brownback,Samuel,Dale,144
2,15633,338,106,Thomas,Craig,NA,114
2,49501,338,106,Ashcroft,John,NA,113
2,49502,338,106,Frist,William,H.,109
1,14101,338,106,Biden,Joseph,R.,100
1,13039,338,106,Sarbanes,Paul,S.,64
1,14213,338,106,Dodd,Christopher,NA,65
1,14920,338,106,Kerry,John,F.,66
1,49309,338,106,Feingold,Russel,D.,10
1,49101,338,106,Wellstone,Paul,David,87
1,15011,338,106,Boxer,Barbara,NA,68
1,15071,338,106,Torricelli,Robert,G.,148
2,49905,338,106,Chafee,Lincoln,Davenport,157
2,49503,344,106,Thompson,Fred,NA,116
2,11044,344,106,Roth,William,V.,72
2,12109,344,106,Stevens,Ted,NA,33
2,49703,344,106,Collins,Susan,NA,147
2,49903,344,106,Voinovich,George,Victor,151
2,14103,344,106,Domenici,Pete,V.,36
2,14009,344,106,Cochran,Thad,NA,14
2,14910,344,106,Specter,Arlen,NA,35
2,14826,344,106,Gregg,Judd,NA,75
1,15704,344,106,Lieberman,Joseph,I.,52
1,14709,344,106,Levin,Carl,NA,45
1,14400,344,106,Akaka,Daniel,K.,86
1,15021,344,106,Durbin,Richard,J.,143
1,15071,344,106,Torricelli,Robert,G.,148
1,49701,344,106,Cleland,Max,NA,137
1,49902,344,106,Edwards,John,NA,156
2,14503,358,106,Hatch,Orrin,G.,98
2,9369,358,106,Thurmond,Strom,NA,53
2,14226,358,106,Grassley,Charles,E.,18
2,14910,358,106,Specter,Arlen,NA,35
2,15429,358,106,Kyl,Jon,NA,115
2,15020,358,106,DeWine,Michael,NA,117
2,49501,358,106,Ashcroft,John,NA,113
2,49500,358,106,Abraham,Spencer,NA,111
2,49700,358,106,Sessions,Jeff,NA,146
2,15116,358,106,Smith,Robert,C.,59
1,14307,358,106,Leahy,Patrick,J.,1
1,10808,358,106,Kennedy,Edward,M.,46
1,14101,358,106,Biden,Joseph,R.,100
1,15703,358,106,Kohl,Herbert,H.,29
1,49300,358,106,Feinstein,Dianne,NA,31
1,49309,358,106,Feingold,Russel,D.,10
1,15071,358,106,Torricelli,Robert,G.,148
1,14858,358,106,Schumer,Charles,Ellis,154
2,14240,362,106,Jeffords,James,M.,102
2,14826,362,106,Gregg,Judd,NA,75
2,49502,362,106,Frist,William,H.,109
2,15020,362,106,DeWine,Michael,NA,117
2,49706,362,106,Enzi,Michael,B.,139
2,29306,362,106,Hutchinson,Tim,NA,145
2,49703,362,106,Collins,Susan,NA,147
2,29523,362,106,Brownback,Samuel,Dale,144
2,49704,362,106,Hagel,Chuck,NA,140
2,49700,362,106,Sessions,Jeff,NA,146
1,10808,362,106,Kennedy,Edward,M.,46
1,14213,362,106,Dodd,Christopher,NA,65
1,14230,362,106,Harkin,Tom,NA,5
1,14440,362,106,Mikulski,Barbara,A.,27
1,14912,362,106,Bingaman,Jeff,NA,47
1,49101,362,106,Wellstone,Paul,David,87
1,49308,362,106,Murray,Patty,NA,30
1,29142,362,106,Reed,Jack,NA,141
2,14921,380,106,McConnell,Mitch,NA,15
2,14105,380,106,Helms,Jesse,NA,13
2,12109,380,106,Stevens,Ted,NA,33
2,14712,380,106,Warner,John,W.,54
2,14009,380,106,Cochran,Thad,NA,14
2,29141,380,106,Santorum,Rick,NA,103
2,14908,380,106,Nickles,Don,NA,37
2,14031,380,106,Lott,Trent,NA,57
2,49306,380,106,Hutchison,Kay,Bailey,62
1,14213,380,106,Dodd,Christopher,NA,65
1,1366,380,106,Byrd,Robert,C.,19
1,4812,380,106,Inouye,Daniel,K.,20
1,14508,380,106,Moynihan,Daniel,P.,91
1,49300,380,106,Feinstein,Dianne,NA,31
1,15071,380,106,Torricelli,Robert,G.,148
1,14858,380,106,Schumer,Charles,Ellis,154
2,15501,384,106,Bond,Christopher,S.,39
2,15701,384,106,Burns,Conrad,NA,42
2,49301,384,106,Coverdell,Paul,NA,17
2,49307,384,106,Bennet,Robert,F.,71
2,14661,384,106,Snowe,Olympia,J.,110
2,49706,384,106,Enzi,Michael,B.,139
2,49900,384,106,Fitzgerald,Peter,G,149
2,29345,384,106,Crapo,Michael,Dean,153
2,49903,384,106,Voinovich,George,Victor,151
2,49500,384,106,Abraham,Spencer,NA,111
1,14920,384,106,Kerry,John,F.,66
1,14709,384,106,Levin,Carl,NA,45
1,14230,384,106,Harkin,Tom,NA,5
1,15704,384,106,Lieberman,Joseph,I.,52
1,49101,384,106,Wellstone,Paul,David,87
1,49701,384,106,Cleland,Max,NA,137
1,49702,384,106,Landrieu,Mary,L.,135
1,49902,384,106,Edwards,John,NA,156
2,14910,388,106,Specter,Arlen,NA,35
2,14907,388,106,Murkowski,Frank,H.,90
2,9369,388,106,Thurmond,Strom,NA,53
2,14240,388,106,Jeffords,James,M.,102
2,15407,388,106,Campbell,Ben,Nighthorse,104
2,14809,388,106,Craig,Larry,E.,16
2,29306,388,106,Hutchinson,Tim,NA,145
1,14922,388,106,Rockefeller,John,D.,77
1,15503,388,106,Graham,Bob,NA,50
1,14400,388,106,Akaka,Daniel,K.,86
1,49101,388,106,Wellstone,Paul,David,87
1,49308,388,106,Murray,Patty,NA,30
2,14226,419,106,Grassley,Charles,E.,18
2,14240,419,106,Jeffords,James,M.,102
2,14809,419,106,Craig,Larry,E.,16
2,15701,419,106,Burns,Conrad,NA,42
2,94659,419,106,Shelby,Richard,C.,105
2,29141,419,106,Santorum,Rick,NA,103
2,49704,419,106,Hagel,Chuck,NA,140
2,49703,419,106,Collins,Susan,NA,147
2,49706,419,106,Enzi,Michael,B.,139
2,15406,419,106,Bunning,James,Paul,152
2,49306,419,106,Hutchison,Kay,Bailey,62
1,13056,419,106,Breaux,John,B.,79
1,15054,419,106,Reid,Harry,NA,28
1,15703,419,106,Kohl,Herbert,H.,29
1,49309,419,106,Feingold,Russel,D.,10
1,14871,419,106,Wyden,Ron,NA,112
1,29142,419,106,Reed,Jack,NA,141
1,49901,419,106,Bayh,Evan,NA,155
1,29305,419,106,Lincoln,Blanche,Lambert,150
1,15700,419,106,Bryan,Richard,H.,67
2,94659,432,106,Shelby,Richard,C.,105
2,14500,432,106,Chafee,John,H.,95
2,14506,432,106,Lugar,Richard,G.,11
2,15020,432,106,DeWine,Michael,NA,117
2,15429,432,106,Kyl,Jon,NA,115
2,15424,432,106,Inhofe,James,M.,106
2,14503,432,106,Hatch,Orrin,G.,98
2,14852,432,106,Roberts,Pat,NA,134
2,29108,432,106,Allard,Wayne,NA,138
1,15702,432,106,Kerrey,J.,Robert,9
1,15700,432,106,Bryan,Richard,H.,67
1,15503,432,106,Graham,Bob,NA,50
1,14920,432,106,Kerry,John,F.,66
1,14203,432,106,Baucus,Max,NA,8
1,15705,432,106,Robb,Charles,S.,51
1,14914,432,106,Lautenberg,Frank,R.,26
1,14709,432,106,Levin,Carl,NA,45
2,15037,432,106,Mack,Connie,NA,41
2,15116,434,106,Smith,Robert,C.,59
2,14852,434,106,Roberts,Pat,NA,134
2,49903,434,106,Voinovich,George,Victor,151
1,15054,434,106,Reid,Harry,NA,28
1,15502,434,106,Conrad,Kent,NA,6
1,15021,434,106,Durbin,Richard,J.,143
2,15407,435,106,Campbell,Ben,Nighthorse,104
2,14907,435,106,Murkowski,Frank,H.,90
2,15039,435,106,McCain,John,NA,56
2,14904,435,106,Gorton,Slade,NA,40
2,14103,435,106,Domenici,Pete,V.,36
2,15633,435,106,Thomas,Craig,NA,114
2,14503,435,106,Hatch,Orrin,G.,98
2,15424,435,106,Inhofe,James,M.,106
1,4812,435,106,Inouye,Daniel,K.,20
1,15502,435,106,Conrad,Kent,NA,6
1,15054,435,106,Reid,Harry,NA,28
1,14400,435,106,Akaka,Daniel,K.,86
1,49101,435,106,Wellstone,Paul,David,87
1,14812,435,106,Dorgan,Byron,NA,80
2,12109,500,106,Stevens,Ted,NA,33
2,14921,500,106,McConnell,Mitch,NA,15
2,14009,500,106,Cochran,Thad,NA,14
1,14213,500,106,Dodd,Christopher,NA,65
1,14508,500,106,Moynihan,Daniel,P.,91
2,14921,501,106,McConnell,Mitch,NA,15
2,14009,501,106,Cochran,Thad,NA,14
2,14908,501,106,Nickles,Don,NA,37
1,49300,501,106,Feinstein,Dianne,NA,31
1,4812,501,106,Inouye,Daniel,K.,20
2,15037,507,106,Mack,Connie,NA,41
2,11044,507,106,Roth,William,V.,72
2,49307,507,106,Bennet,Robert,F.,71
2,29367,507,106,Grams,Rod,NA,108
2,29523,507,106,Brownback,Samuel,Dale,144
2,49700,507,106,Sessions,Jeff,NA,146
1,15705,507,106,Robb,Charles,S.,51
1,10808,507,106,Kennedy,Edward,M.,46
1,13039,507,106,Sarbanes,Paul,S.,64
1,14912,507,106,Bingaman,Jeff,NA,47
2,14031,662,106,Lott,Trent,NA,57
2,14908,662,106,Nickles,Don,NA,37
1,14617,662,106,Daschle,Thomas,A.,7
1,15054,662,106,Reid,Harry,NA,28
1,14230,305,107,Harkin,Tom,NA,5
1,14307,305,107,Leahy,Patrick,J.,1
1,15502,305,107,Conrad,Kent,NA,6
1,14617,305,107,Daschle,Thomas,A.,7
1,14203,305,107,Baucus,Max,NA,8
1,29305,305,107,Lincoln,Blanche,Lambert,150
1,49904,305,107,Miller,Zell,Bryan,158
1,29732,305,107,Stabenow,Deborah,Ann,159
1,40103,305,107,Nelson,Earl,Benjamin,160
1,40101,305,107,Dayton,Mark,NA,161
2,14506,305,107,Lugar,Richard,G.,11
2,14105,305,107,Helms,Jesse,NA,13
2,14009,305,107,Cochran,Thad,NA,14
2,14921,305,107,McConnell,Mitch,NA,15
2,14852,305,107,Roberts,Pat,NA,134
2,49900,305,107,Fitzgerald,Peter,G,149
2,15633,305,107,Thomas,Craig,NA,114
2,29108,305,107,Allard,Wayne,NA,138
2,29306,305,107,Hutchinson,Tim,NA,145
2,29345,305,107,Crapo,Michael,Dean,153
1,49101,305,107,Wellstone,Paul,David,87
1,1366,306,107,Byrd,Robert,C.,19
1,4812,306,107,Inouye,Daniel,K.,20
1,11204,306,107,Hollings,Ernest,F.,21
1,14307,306,107,Leahy,Patrick,J.,1
1,14230,306,107,Harkin,Tom,NA,5
1,14440,306,107,Mikulski,Barbara,A.,27
1,15054,306,107,Reid,Harry,NA,28
1,15703,306,107,Kohl,Herbert,H.,29
1,49308,306,107,Murray,Patty,NA,30
1,14812,306,107,Dorgan,Byron,NA,80
1,49300,306,107,Feinstein,Dianne,NA,31
1,15021,306,107,Durbin,Richard,J.,143
1,15425,306,107,Johnson,Tim,NA,136
1,49702,306,107,Landrieu,Mary,L.,135
2,12109,306,107,Stevens,Ted,NA,33
2,14009,306,107,Cochran,Thad,NA,14
2,14103,306,107,Domenici,Pete,V.,36
2,14910,306,107,Specter,Arlen,NA,35
2,15501,306,107,Bond,Christopher,S.,39
2,14921,306,107,McConnell,Mitch,NA,15
2,15701,306,107,Burns,Conrad,NA,42
2,94659,306,107,Shelby,Richard,C.,105
2,14826,306,107,Gregg,Judd,NA,75
2,49307,306,107,Bennet,Robert,F.,71
2,15407,306,107,Campbell,Ben,Nighthorse,104
2,14809,306,107,Craig,Larry,E.,16
2,49306,306,107,Hutchison,Kay,Bailey,62
2,15020,306,107,DeWine,Michael,NA,117
1,29142,306,107,Reed,Jack,NA,141
1,14709,308,107,Levin,Carl,NA,45
1,10808,308,107,Kennedy,Edward,M.,46
1,1366,308,107,Byrd,Robert,C.,19
1,15704,308,107,Lieberman,Joseph,I.,52
1,49701,308,107,Cleland,Max,NA,137
1,49702,308,107,Landrieu,Mary,L.,135
1,29142,308,107,Reed,Jack,NA,141
1,14400,308,107,Akaka,Daniel,K.,86
1,14651,308,107,Nelson,Clarence,William,162
1,40103,308,107,Nelson,Earl,Benjamin,160
1,40102,308,107,Carnahan,Jean,NA,163
1,40101,308,107,Dayton,Mark,NA,161
2,14712,308,107,Warner,John,W.,54
2,9369,308,107,Thurmond,Strom,NA,53
2,15039,308,107,McCain,John,NA,56
2,15116,308,107,Smith,Robert,C.,59
2,15424,308,107,Inhofe,James,M.,106
2,29141,308,107,Santorum,Rick,NA,103
2,14852,308,107,Roberts,Pat,NA,134
2,29108,308,107,Allard,Wayne,NA,138
2,29306,308,107,Hutchinson,Tim,NA,145
2,49700,308,107,Sessions,Jeff,NA,146
2,49703,308,107,Collins,Susan,NA,147
2,15406,308,107,Bunning,James,Paul,152
1,14912,308,107,Bingaman,Jeff,NA,47
1,13039,314,107,Sarbanes,Paul,S.,64
1,14213,314,107,Dodd,Christopher,NA,65
1,15425,314,107,Johnson,Tim,NA,136
1,29142,314,107,Reed,Jack,NA,141
1,14858,314,107,Schumer,Charles,Ellis,154
1,49901,314,107,Bayh,Evan,NA,155
1,49904,314,107,Miller,Zell,Bryan,158
1,15015,314,107,Carper,Thomas,Richard,164
1,29732,314,107,Stabenow,Deborah,Ann,159
1,40104,314,107,Corzine,Jon,Stevens,165
2,14628,314,107,Gramm,Phil,NA,38
2,94659,314,107,Shelby,Richard,C.,105
2,49307,314,107,Bennet,Robert,F.,71
2,29108,314,107,Allard,Wayne,NA,138
2,49706,314,107,Enzi,Michael,B.,139
2,49704,314,107,Hagel,Chuck,NA,140
2,29141,314,107,Santorum,Rick,NA,103
2,15406,314,107,Bunning,James,Paul,152
2,29345,314,107,Crapo,Michael,Dean,153
2,29537,314,107,Ensign,John,Eric,166
1,14400,314,107,Akaka,Daniel,K.,86
1,15502,316,107,Conrad,Kent,NA,6
1,11204,316,107,Hollings,Ernest,F.,21
1,13039,316,107,Sarbanes,Paul,S.,64
1,49308,316,107,Murray,Patty,NA,30
1,14871,316,107,Wyden,Ron,NA,112
1,49309,316,107,Feingold,Russel,D.,10
1,15425,316,107,Johnson,Tim,NA,136
1,1366,316,107,Byrd,Robert,C.,19
1,14651,316,107,Nelson,Clarence,William,162
1,29732,316,107,Stabenow,Deborah,Ann,159
1,40105,316,107,Clinton,Hillary,Rodham,167
2,14103,316,107,Domenici,Pete,V.,36
2,14226,316,107,Grassley,Charles,E.,18
2,14908,316,107,Nickles,Don,NA,37
2,14628,316,107,Gramm,Phil,NA,38
2,15501,316,107,Bond,Christopher,S.,39
2,14826,316,107,Gregg,Judd,NA,75
2,14661,316,107,Snowe,Olympia,J.,110
2,49502,316,107,Frist,William,H.,109
2,49705,316,107,Smith,Gordon,H.,142
2,29108,316,107,Allard,Wayne,NA,138
2,49704,316,107,Hagel,Chuck,NA,140
1,40104,316,107,Corzine,Jon,Stevens,165
1,11204,321,107,Hollings,Ernest,F.,21
1,4812,321,107,Inouye,Daniel,K.,20
1,14922,321,107,Rockefeller,John,D.,77
1,14920,321,107,Kerry,John,F.,66
1,13056,321,107,Breaux,John,B.,79
1,14812,321,107,Dorgan,Byron,NA,80
1,14871,321,107,Wyden,Ron,NA,112
1,49701,321,107,Cleland,Max,NA,137
1,15011,321,107,Boxer,Barbara,NA,68
1,49902,321,107,Edwards,John,NA,156
1,40102,321,107,Carnahan,Jean,NA,163
2,15039,321,107,McCain,John,NA,56
2,12109,321,107,Stevens,Ted,NA,33
2,15701,321,107,Burns,Conrad,NA,42
2,14031,321,107,Lott,Trent,NA,57
2,49306,321,107,Hutchison,Kay,Bailey,62
2,14661,321,107,Snowe,Olympia,J.,110
2,29523,321,107,Brownback,Samuel,Dale,144
2,49705,321,107,Smith,Gordon,H.,142
2,49900,321,107,Fitzgerald,Peter,G,149
2,29537,321,107,Ensign,John,Eric,166
2,29148,321,107,Allen,George,NA,168
1,14651,321,107,Nelson,Clarence,William,162
1,14912,330,107,Bingaman,Jeff,NA,47
1,14400,330,107,Akaka,Daniel,K.,86
1,14812,330,107,Dorgan,Byron,NA,80
1,15503,330,107,Graham,Bob,NA,50
1,14871,330,107,Wyden,Ron,NA,112
1,15425,330,107,Johnson,Tim,NA,136
1,49702,330,107,Landrieu,Mary,L.,135
1,49901,330,107,Bayh,Evan,NA,155
1,49300,330,107,Feinstein,Dianne,NA,31
1,14858,330,107,Schumer,Charles,Ellis,154
1,39310,330,107,Cantwell,Maria,NA,169
2,14907,330,107,Murkowski,Frank,H.,90
2,14103,330,107,Domenici,Pete,V.,36
2,14908,330,107,Nickles,Don,NA,37
2,14809,330,107,Craig,Larry,E.,16
2,15407,330,107,Campbell,Ben,Nighthorse,104
2,15633,330,107,Thomas,Craig,NA,114
2,94659,330,107,Shelby,Richard,C.,105
2,15701,330,107,Burns,Conrad,NA,42
2,15429,330,107,Kyl,Jon,NA,115
2,49704,330,107,Hagel,Chuck,NA,140
2,49705,330,107,Smith,Gordon,H.,142
1,15015,330,107,Carper,Thomas,Richard,164
1,15054,332,107,Reid,Harry,NA,28
1,14203,332,107,Baucus,Max,NA,8
1,15503,332,107,Graham,Bob,NA,50
1,15704,332,107,Lieberman,Joseph,I.,52
1,15011,332,107,Boxer,Barbara,NA,68
1,14871,332,107,Wyden,Ron,NA,112
1,15015,332,107,Carper,Thomas,Richard,164
1,40105,332,107,Clinton,Hillary,Rodham,167
1,40104,332,107,Corzine,Jon,Stevens,165
2,15116,332,107,Smith,Robert,C.,59
2,14712,332,107,Warner,John,W.,54
2,15424,332,107,Inhofe,James,M.,106
2,15501,332,107,Bond,Christopher,S.,39
2,49903,332,107,Voinovich,George,Victor,151
2,29345,332,107,Crapo,Michael,Dean,153
2,49905,332,107,Chafee,Lincoln,Davenport,157
2,14910,332,107,Specter,Arlen,NA,35
2,15407,332,107,Campbell,Ben,Nighthorse,104
1,14240,332,107,Jeffords,James,M.,170
1,14203,336,107,Baucus,Max,NA,8
1,14922,336,107,Rockefeller,John,D.,77
1,14617,336,107,Daschle,Thomas,A.,7
1,13056,336,107,Breaux,John,B.,79
1,15502,336,107,Conrad,Kent,NA,6
1,15503,336,107,Graham,Bob,NA,50
1,14912,336,107,Bingaman,Jeff,NA,47
1,14920,336,107,Kerry,John,F.,66
1,15071,336,107,Torricelli,Robert,G.,148
1,29305,336,107,Lincoln,Blanche,Lambert,150
2,14226,336,107,Grassley,Charles,E.,18
2,14503,336,107,Hatch,Orrin,G.,98
2,14907,336,107,Murkowski,Frank,H.,90
2,14908,336,107,Nickles,Don,NA,37
2,14628,336,107,Gramm,Phil,NA,38
2,14031,336,107,Lott,Trent,NA,57
2,14240,336,107,Jeffords,James,M.,102
2,49503,336,107,Thompson,Fred,NA,116
2,14661,336,107,Snowe,Olympia,J.,110
2,15429,336,107,Kyl,Jon,NA,115
2,14240,336,107,Jeffords,James,M.,102
2,15633,336,107,Thomas,Craig,NA,114
1,14101,338,107,Biden,Joseph,R.,100
1,13039,338,107,Sarbanes,Paul,S.,64
1,14213,338,107,Dodd,Christopher,NA,65
1,14920,338,107,Kerry,John,F.,66
1,49309,338,107,Feingold,Russel,D.,10
1,49101,338,107,Wellstone,Paul,David,87
1,15011,338,107,Boxer,Barbara,NA,68
1,15071,338,107,Torricelli,Robert,G.,148
1,14651,338,107,Nelson,Clarence,William,162
2,14105,338,107,Helms,Jesse,NA,13
2,14506,338,107,Lugar,Richard,G.,11
2,49704,338,107,Hagel,Chuck,NA,140
2,49705,338,107,Smith,Gordon,H.,142
2,15633,338,107,Thomas,Craig,NA,114
2,49502,338,107,Frist,William,H.,109
2,49905,338,107,Chafee,Lincoln,Davenport,157
2,29148,338,107,Allen,George,NA,168
2,29523,338,107,Brownback,Samuel,Dale,144
1,14922,338,107,Rockefeller,John,D.,77
2,49706,338,107,Enzi,Michael,B.,139
1,15704,344,107,Lieberman,Joseph,I.,52
1,14709,344,107,Levin,Carl,NA,45
1,14400,344,107,Akaka,Daniel,K.,86
1,15021,344,107,Durbin,Richard,J.,143
1,15071,344,107,Torricelli,Robert,G.,148
1,49701,344,107,Cleland,Max,NA,137
1,15015,344,107,Carper,Thomas,Richard,164
1,40102,344,107,Carnahan,Jean,NA,163
2,49503,344,107,Thompson,Fred,NA,116
2,12109,344,107,Stevens,Ted,NA,33
2,49703,344,107,Collins,Susan,NA,147
2,49903,344,107,Voinovich,George,Victor,151
2,14103,344,107,Domenici,Pete,V.,36
2,14009,344,107,Cochran,Thad,NA,14
2,14826,344,107,Gregg,Judd,NA,75
2,49307,344,107,Bennet,Robert,F.,71
1,40101,344,107,Dayton,Mark,NA,161
2,49900,344,107,Fitzgerald,Peter,G,149
1,14307,358,107,Leahy,Patrick,J.,1
1,10808,358,107,Kennedy,Edward,M.,46
1,14101,358,107,Biden,Joseph,R.,100
1,15703,358,107,Kohl,Herbert,H.,29
1,49300,358,107,Feinstein,Dianne,NA,31
1,49309,358,107,Feingold,Russel,D.,10
1,14858,358,107,Schumer,Charles,Ellis,154
1,15021,358,107,Durbin,Richard,J.,143
1,39310,358,107,Cantwell,Maria,NA,169
2,14503,358,107,Hatch,Orrin,G.,98
2,9369,358,107,Thurmond,Strom,NA,53
2,14226,358,107,Grassley,Charles,E.,18
2,14910,358,107,Specter,Arlen,NA,35
2,15429,358,107,Kyl,Jon,NA,115
2,15020,358,107,DeWine,Michael,NA,117
2,49700,358,107,Sessions,Jeff,NA,146
2,29523,358,107,Brownback,Samuel,Dale,144
2,14921,358,107,McConnell,Mitch,NA,15
1,49902,358,107,Edwards,John,NA,156
1,10808,362,107,Kennedy,Edward,M.,46
1,14213,362,107,Dodd,Christopher,NA,65
1,14230,362,107,Harkin,Tom,NA,5
1,14440,362,107,Mikulski,Barbara,A.,27
1,14912,362,107,Bingaman,Jeff,NA,47
1,49101,362,107,Wellstone,Paul,David,87
1,49308,362,107,Murray,Patty,NA,30
1,29142,362,107,Reed,Jack,NA,141
1,49902,362,107,Edwards,John,NA,156
1,40105,362,107,Clinton,Hillary,Rodham,167
2,14240,362,107,Jeffords,James,M.,102
2,14826,362,107,Gregg,Judd,NA,75
2,49502,362,107,Frist,William,H.,109
2,49706,362,107,Enzi,Michael,B.,139
2,29306,362,107,Hutchinson,Tim,NA,145
2,14712,362,107,Warner,John,W.,54
2,15501,362,107,Bond,Christopher,S.,39
2,14852,362,107,Roberts,Pat,NA,134
2,49703,362,107,Collins,Susan,NA,147
2,49700,362,107,Sessions,Jeff,NA,146
2,15020,362,107,DeWine,Michael,NA,117
1,14213,380,107,Dodd,Christopher,NA,65
1,1366,380,107,Byrd,Robert,C.,19
1,4812,380,107,Inouye,Daniel,K.,20
1,49300,380,107,Feinstein,Dianne,NA,31
1,15071,380,107,Torricelli,Robert,G.,148
1,14858,380,107,Schumer,Charles,Ellis,154
1,13056,380,107,Breaux,John,B.,79
1,14617,380,107,Daschle,Thomas,A.,7
1,40101,380,107,Dayton,Mark,NA,161
2,14921,380,107,McConnell,Mitch,NA,15
2,14712,380,107,Warner,John,W.,54
2,14105,380,107,Helms,Jesse,NA,13
2,12109,380,107,Stevens,Ted,NA,33
2,14009,380,107,Cochran,Thad,NA,14
2,29141,380,107,Santorum,Rick,NA,103
2,14908,380,107,Nickles,Don,NA,37
2,14031,380,107,Lott,Trent,NA,57
2,49306,380,107,Hutchison,Kay,Bailey,62
1,15021,380,107,Durbin,Richard,J.,143
1,14920,384,107,Kerry,John,F.,66
1,14709,384,107,Levin,Carl,NA,45
1,14230,384,107,Harkin,Tom,NA,5
1,15704,384,107,Lieberman,Joseph,I.,52
1,49101,384,107,Wellstone,Paul,David,87
1,49701,384,107,Cleland,Max,NA,137
1,49702,384,107,Landrieu,Mary,L.,135
1,49902,384,107,Edwards,John,NA,156
1,39310,384,107,Cantwell,Maria,NA,169
2,15501,384,107,Bond,Christopher,S.,39
2,15701,384,107,Burns,Conrad,NA,42
2,49307,384,107,Bennet,Robert,F.,71
2,14661,384,107,Snowe,Olympia,J.,110
2,49706,384,107,Enzi,Michael,B.,139
2,49900,384,107,Fitzgerald,Peter,G,149
2,29345,384,107,Crapo,Michael,Dean,153
2,29148,384,107,Allen,George,NA,168
2,29537,384,107,Ensign,John,Eric,166
1,40102,384,107,Carnahan,Jean,NA,163
1,14922,388,107,Rockefeller,John,D.,77
1,15503,388,107,Graham,Bob,NA,50
1,14400,388,107,Akaka,Daniel,K.,86
1,49101,388,107,Wellstone,Paul,David,87
1,49308,388,107,Murray,Patty,NA,30
1,49904,388,107,Miller,Zell,Bryan,158
1,40103,388,107,Nelson,Earl,Benjamin,160
2,14910,388,107,Specter,Arlen,NA,35
2,14907,388,107,Murkowski,Frank,H.,90
2,9369,388,107,Thurmond,Strom,NA,53
2,14240,388,107,Jeffords,James,M.,102
2,15407,388,107,Campbell,Ben,Nighthorse,104
2,14809,388,107,Craig,Larry,E.,16
2,29306,388,107,Hutchinson,Tim,NA,145
1,13056,419,107,Breaux,John,B.,79
1,15054,419,107,Reid,Harry,NA,28
1,15703,419,107,Kohl,Herbert,H.,29
1,49309,419,107,Feingold,Russel,D.,10
1,14871,419,107,Wyden,Ron,NA,112
1,49901,419,107,Bayh,Evan,NA,155
1,29305,419,107,Lincoln,Blanche,Lambert,150
1,15015,419,107,Carper,Thomas,Richard,164
1,29732,419,107,Stabenow,Deborah,Ann,159
1,40102,419,107,Carnahan,Jean,NA,163
2,14809,419,107,Craig,Larry,E.,16
2,14240,419,107,Jeffords,James,M.,102
2,15701,419,107,Burns,Conrad,NA,42
2,94659,419,107,Shelby,Richard,C.,105
2,29141,419,107,Santorum,Rick,NA,103
2,49703,419,107,Collins,Susan,NA,147
2,49706,419,107,Enzi,Michael,B.,139
2,29306,419,107,Hutchinson,Tim,NA,145
2,49900,419,107,Fitzgerald,Peter,G,149
2,29537,419,107,Ensign,John,Eric,166
2,49704,419,107,Hagel,Chuck,NA,140
2,49705,419,107,Smith,Gordon,H.,142
1,15503,432,107,Graham,Bob,NA,50
1,14709,432,107,Levin,Carl,NA,45
1,14922,432,107,Rockefeller,John,D.,77
1,49300,432,107,Feinstein,Dianne,NA,31
1,14871,432,107,Wyden,Ron,NA,112
1,15021,432,107,Durbin,Richard,J.,143
1,49901,432,107,Bayh,Evan,NA,155
1,49902,432,107,Edwards,John,NA,156
2,94659,432,107,Shelby,Richard,C.,105
